"AnimalID","AnimalCode","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
"Ilonga","Ilon",NA,"F","2013-11-04","2013-11-04","2013-11-04",9.45,"adult","IFamily","2016-01-22","2016-06-29","GroupSplit","Isilonda","Quito",NA,NA,"22/01/2016 Last time w/ rest of AK, 29.06.2016 = last recorded date of Ifamily"
"Imposter","Imp","Lennonimposter","M",NA,NA,"2013-05-22",NA,"adult","LT","2017-11-23","2018-02-07","MigrationGroup2",NA,NA,"No","dissapeared","Returned LT, dissappeared & then joined Split_2 LT"
"Imposter","Imp","Lennonimposter","M",NA,NA,"2013-05-22",NA,"adult","LT",NA,"2017-05-22","BirthGroup",NA,NA,"No","dissapeared","Returned LT, dissappeared & then joined Split_2 LT"
"Imposter","Imp","Lennonimposter","M",NA,NA,"2013-05-22",NA,"adult","LTsplit","2017-05-22","2023-04-05","GroupSplit",NA,NA,"No","dissapeared","Returned LT, dissappeared & then joined Split_2 LT"
"India","Indi",NA,"F",NA,"2012-11-15","2012-11-15",NA,"adult","LT","2012-11-15","2017-12-19","BirthGroup","Diana",NA,NA,"dead","Probably born in 2009. Died on the 19/12/2017."
"Inhlanhla","Inhl",NA,"F",NA,"2012-01-28","2009-11-01",NA,"adult","AK","2012-01-28","2016-02-29","BirthGroup","Isilonda","Sanbonani",NA,NA,"Born in 2009, last seen in Ifamily 29/06/2016 . Occassionally seen during encounter. On the 07/2022 I-F was followed again."
"Inhlanhla","Inhl",NA,"F",NA,"2012-01-28","2009-11-01",NA,"adult","IFamily","2016-02-29","2023-04-05","GroupSplit","Isilonda","Sanbonani",NA,NA,"Born in 2009, last seen in Ifamily 29/06/2016 . Occassionally seen during encounter. On the 07/2022 I-F was followed again."
"Inkwazi","Inkw",NA,"F","2013-11-18","2013-11-18","2013-11-18",9.41,"adult","AK","2013-11-18","2016-01-22","BirthGroup","Inhlanhla","Yster",NA,NA,"22/01/2016 Last time w/ rest of AK, 29.06.2016 = last recorded date of IFamily"
"Inkwazi","Inkw",NA,"F","2013-11-18","2013-11-18","2013-11-18",9.41,"adult","IFamily","2016-01-22","2016-06-29","GroupSplit","Inhlanhla","Yster",NA,NA,"22/01/2016 Last time w/ rest of AK, 29.06.2016 = last recorded date of IFamily"
"Inner","Inn",NA,"M",NA,"2014-12-31","2012-11-01",NA,"adult","CR","2014-12-31","2017-01-31","BirthGroup",NA,NA,NA,"migrated","Born 2012, Disappeared, probably migrated"
"Intaba","Int",NA,"M","2014-11-27","2014-11-27","2014-11-27",8.38,"adult","AK","2014-11-27","2016-02-29","BirthGroup","Inhlanhla",NA,NA,NA,"Ifamily not followed regurlarly"
"Intaba","Int",NA,"M","2014-11-27","2014-11-27","2014-11-27",8.38,"adult","IFamily","2016-02-29","2016-06-09","GroupSplit","Inhlanhla",NA,NA,NA,"Ifamily not followed regurlarly"
"Ireland","Ire",NA,"M",NA,"2015-11-08","2014-11-01",NA,"adult","CR","2015-11-08","2015-02-12","BirthGroup","Iceland",NA,NA,"dead","Born 2014, presumed dead"
"Ischia","Isc",NA,"M",NA,"2017-10-16","2014-07-18",NA,"adult","CR","2017-10-16","2018-07-18","BirthGroup","Iceland",NA,NA,NA,"Last seen few days before CR last followed"
"Isilonda","Isil",NA,"F",NA,"2010-12-18","2010-12-18",NA,"adult","IFamily","2016-04-29","2017-04-07","MigrationGroup1",NA,NA,NA,NA,"29.02.2016 Last time w/ rest of AK, 07.04.2017 = last recorded date of Ifamily"
"Isilonda","Isil",NA,"F",NA,"2010-12-18","2010-12-18",NA,"adult","AK","2010-12-18","2016-02-29","BirthGroup",NA,NA,NA,NA,"29.02.2016 Last time w/ rest of AK, 07.04.2017 = last recorded date of Ifamily"
"Istanbul","Ist",NA,"M",NA,"2010-12-15","2008-01-09",NA,"adult","NH","2010-12-15","2012-01-09","BirthGroup",NA,NA,NA,NA,NA
"Izulu","Izu",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","AK","2012-01-28","2013-03-23","BirthGroup","Isilonda",NA,NA,NA,"Probably born in 2008"
"Juv1","JUV1","Juv1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juv2","JUV2","Juv2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackie","Jac","Littlejackie","M",NA,"2011-08-03","2009-11-01",NA,"adult","LT","2011-08-03","2014-06-20","BirthGroup",NA,NA,NA,NA,"Probably born in 2009;fate unknown"
"Jackie","Jac","Jd","M",NA,"2011-08-03","2009-11-01",NA,"adult","LT","2011-08-03","2014-06-20","BirthGroup",NA,NA,NA,NA,"Probably born in 2009;fate unknown"
"Jagerbomb","Jag",NA,"M",NA,"2014-05-08","2010-05-08",NA,"adult","BD","2014-05-08","2015-01-10","MigrationGroup1",NA,NA,NA,NA,NA
"Jakarta","Jaka",NA,"F",NA,"2011-01-18","2011-01-18",NA,"adult","NH","2011-01-18","2016-04-14","BirthGroup",NA,NA,NA,NA,"UNK birth date + Split group"
"Jakarta","Jaka",NA,"F",NA,"2011-01-18","2011-01-18",NA,"adult","Iceland","2016-04-14","2016-04-14","GroupSplit",NA,NA,NA,NA,"UNK birth date + Split group"
"James","Jam",NA,"M",NA,"2011-01-28","2007-01-28",NA,"adult","LT","2011-01-28","2012-06-08","MigrationGroup1",NA,NA,NA,NA,NA
"Jamaica","Jama",NA,"F",NA,NA,NA,NA,NA,"CR",NA,"2023-04-05","BirthGroup",NA,NA,"No",NA,"Only recorded once, date on logbook is incorrect (2005)"
"Jane","Jane",NA,"F","2016-01-15","2016-01-15","2016-01-15",7.25,"adult","LTsplit","2018-02-21","2018-02-21","MigrationGroup1","Jenny",NA,NA,NA,"LTSplit not followed"
"Jane","Jane",NA,"F","2016-01-15","2016-01-15","2016-01-15",7.25,"adult","LT","2016-01-15","2018-02-21","BirthGroup","Jenny",NA,NA,NA,"LTSplit not followed"
"Japan","Jap",NA,"M",NA,"2014-12-30","2010-12-30",NA,"adult","CR","2014-11-20","2015-05-15","MigrationGroup1",NA,NA,NA,NA,NA
"Java","Java",NA,"F",NA,"2016-03-28","2012-11-01",NA,"adult","CR","2016-03-28","2018-07-20","BirthGroup","Jamaica",NA,NA,NA,"Born 2012, had first baby 27/11/2015, seen on last day CR followed 2018/07/20"
"Jeddah","Jed",NA,"M","2014-10-27","2014-10-27","2014-10-27",8.47,"adult","NH","2014-10-27","2017-03-08","BirthGroup","Jakarta",NA,NA,NA,"Bottom injuries bleeding, very weak, injuries appeared several months before last sighting"
"Jelly","Jell",NA,"F","2017-10-19","2017-10-19","2017-10-19",5.48,"adult","LT","2017-10-19","2018-02-21","BirthGroup","Jenny",NA,NA,NA,NA
"Jelly","Jell",NA,"F","2017-10-19","2017-10-19","2017-10-19",5.48,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit","Jenny",NA,NA,NA,NA
"Jenny","Jenn","Oldcamilla","F",NA,"2011-11-16","2011-11-16",NA,"adult","LT","2011-11-16","2018-02-20","BirthGroup",NA,NA,"No",NA,"Unclear when switch from Cami to Jenny happened -  OldCamilla = Jenny"
"Jenny","Jenn","Oldcamilla","F",NA,"2011-11-16","2011-11-16",NA,"adult","LTSplit","2018-02-20","2018-03-03","GroupSplit",NA,NA,"No",NA,"Unclear when switch from Cami to Jenny happened -  OldCamilla = Jenny"
"Jersey","Jers",NA,"F",NA,"2017-10-26","2017-10-26",NA,"adult","CR","2017-10-26","2018-07-20","BirthGroup","Java",NA,NA,NA,"seen on last day CR followed 2018/07/20"
"Jiamusi","Jia",NA,"M","2015-11-09","2015-11-09","2015-11-09",7.43,"adult","NH","2015-11-09","2016-04-13","BirthGroup","Jinka",NA,NA,NA,"Split group, lsat seen in Iceland"
"Jiamusi","Jia",NA,"M","2015-11-09","2015-11-09","2015-11-09",7.43,"adult","Iceland","2016-04-13","2016-07-12","GroupSplit","Jinka",NA,NA,NA,"Split group, lsat seen in Iceland"
"Jillin","Jill",NA,"F","2012-10-15","2012-10-15","2012-10-15",10.5,"adult","NH","2012-10-15","2016-04-19","BirthGroup","Jakarta",NA,NA,NA,"Split group"
"Jillin","Jill",NA,"F","2012-10-15","2012-10-15","2012-10-15",10.5,"adult","Iceland","2016-04-19","2016-07-12","GroupSplit","Jakarta",NA,NA,NA,"Split group"
"Jimmyhendricks","Jim",NA,"M",NA,NA,NA,NA,NA,"RC","2010-12-24","2011-11-25","MigrationGroup1",NA,NA,NA,NA,NA
"Jinka","Jink",NA,"F","2010-11-22","2010-11-22","2010-11-22",12.41,"adult","NH","2010-11-22","2016-04-13","BirthGroup","Jakarta",NA,NA,NA,"Split group"
"Jinka","Jink",NA,"F","2010-11-22","2010-11-22","2010-11-22",12.41,"adult","Iceland","2016-04-13","2016-07-12","GroupSplit","Jakarta",NA,NA,NA,"Split group"
"Jixi","Jix",NA,"M","2013-10-31","2013-10-31","2013-10-31",9.46,"adult","NH","2013-10-31","2018-05-30","BirthGroup","Jakarta","Chernobyl",NA,NA,NA
"Joe","Joe",NA,"M","2013-12-01","2014-09-18","2013-12-01",9.37,"adult","LT","2014-09-18","2018-12-07","BirthGroup",NA,NA,"No",NA,"Mother = Kaya? Probably scanned as Liam from april 2015 - unclear if this has been rectified in the scan data or not"
"Johannesburg","Joha",NA,"F","2015-10-30","2015-10-30","2015-10-30",7.46,"adult","NH","2015-10-30","2016-04-13","BirthGroup","Jakarta",NA,NA,NA,"Split group, last seen in Iceland"
"Johannesburg","Joha",NA,"F","2015-10-30","2015-10-30","2015-10-30",7.46,"adult","Iceland","2016-04-13","2016-06-25","GroupSplit","Jakarta",NA,NA,NA,"Split group, last seen in Iceland"
"Juneau","Jun",NA,"M","2011-11-20","2011-11-20","2011-11-20",11.41,"adult","Ifamily","2016-04-14","2016-10-25","MigrationGroup1","Jakarta",NA,NA,NA,"Last seen in Ifamily, no data on exactly when he left, but before April 2017"
"Juneau","Jun",NA,"M","2011-11-20","2011-11-20","2011-11-20",11.41,"adult","NH","2011-11-20","2016-04-12","BirthGroup","Jakarta",NA,NA,NA,"Last seen in Ifamily, no data on exactly when he left, but before April 2017"
"Kaiki","Kaik",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","BD","2010-11-09","2012-11-15","BirthGroup",NA,NA,NA,NA,"Formed new group Inbetweeners"
"Kaiki","Kaik",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","InBetweeners","2012-11-15","2014-08-30","GroupSplit",NA,NA,NA,NA,"Formed new group Inbetweeners"
"Kaptein","Kap",NA,"M",NA,"2023-02-04","2019-02-04",NA,"sub-adult","BD","2023-02-04","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Karenzoid","Kare",NA,"F",NA,NA,NA,NA,NA,"RC","2010-12-24","2010-12-24","BirthGroup",NA,NA,NA,NA,NA
"Kate","Kate",NA,"F","2015-12-09","2015-12-09","2015-12-09",7.35,"adult","LT","2015-12-09","2018-02-21","BirthGroup","Kaya",NA,NA,NA,NA
"Kauai","Kau",NA,"M",NA,"2015-11-28","2011-11-28",NA,"adult","BD","2017-05-15","2018-03-02","MigrationGroup2",NA,NA,NA,NA,"Mispelling Kuaui in logbook < 2017"
"Kauai","Kau",NA,"M",NA,"2015-11-28","2011-11-28",NA,"adult","CR","2015-11-28","2017-01-04","MigrationGroup1",NA,NA,NA,NA,"Mispelling Kuaui in logbook < 2017"
"Kaya","Kaya",NA,"F",NA,"2013-02-07","2013-02-07",NA,"adult","LTsplit","2018-02-21","2018-03-03","MigrationGroup1",NA,NA,NA,NA,"LTSplit not followed"
"Kaya","Kaya",NA,"F",NA,"2013-02-07","2013-02-07",NA,"adult","LT","2013-02-07","2018-02-21","BirthGroup",NA,NA,NA,NA,"LTSplit not followed"
"Kekeke","Kek",NA,"M",NA,"2019-05-31","2015-05-31",NA,"adult","NH","2020-05-09","2020-11-12","MigrationGroup2",NA,NA,NA,NA,NA
"Kekeke","Kek",NA,"M",NA,"2019-05-31","2015-05-31",NA,"adult","AK","2019-05-31","2020-04-18","MigrationGroup1",NA,NA,NA,NA,NA
"Kenneth","Ken","Joe","M",NA,"2014-08-15","2011-11-18",NA,"adult","LT","2014-08-15","2015-11-18","BirthGroup","Kaya",NA,"No",NA,"Mixed between Joe/Kenneth? no records between May and Spet 2015 - was this just an error?  - unclear if this has been rectified in the scan data or not"
"Kergelen","Ker",NA,"M",NA,"2014-12-30","2010-12-30",NA,"adult","CR","2014-12-30","2015-05-26","MigrationGroup1",NA,NA,NA,NA,NA
"Kies","Kie",NA,"M","2010-11-23","2010-11-23","2010-11-23",12.4,"adult","AK","2015-07-20","2015-12-24","MigrationGroup1","Kaiki",NA,NA,NA,"Seen once more in AK the Jan after leaving"
"Kies","Kie",NA,"M","2010-11-23","2010-11-23","2010-11-23",12.4,"adult","BD","2010-11-23","2015-07-17","BirthGroup","Kaiki",NA,NA,NA,"Seen once more in AK the Jan after leaving"
"Kilimanjaro","Kil",NA,"M",NA,"2015-11-14","2011-11-14",NA,"adult",NA,"2015-11-14","2015-12-15","MigrationGroup1",NA,NA,NA,NA,"Released in BD with Eve on 14/11/2015"
"Knoffel","Kno",NA,"M",NA,"2022-11-07","2018-11-07",NA,"sub-adult","BD","2022-11-07","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Knysna","Kny",NA,"M",NA,"2022-10-17","2018-10-17",NA,"sub-adult","NH","2022-10-17","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Kodiak","Kodi","Schnauzli","F",NA,"2018-04-12","2018-04-12",NA,"adult","CR","2018-04-12","2023-04-05","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed 2018/07/20"
"Kommunis","Kom",NA,"M",NA,"2017-09-04","2013-09-04",NA,"adult","BD","2022-01-20","2023-04-05","MigrationGroup3",NA,NA,NA,"dissapeared","Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022"
"Kommunis","Kom",NA,"M",NA,"2017-09-04","2013-09-04",NA,"adult","BD","2019-11-12","2022-12-14","MigrationGroup2",NA,NA,NA,"dissapeared","Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022"
"Kommunis","Kom",NA,"M",NA,"2017-09-04","2013-09-04",NA,"adult","AK","2019-10-09","2019-10-09","MigrationGroup1",NA,NA,NA,"dissapeared","Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022"
"Koninging","Koni",NA,"F",NA,"2011-12-09","2011-12-09",NA,"adult","BD","2011-12-09","2013-01-07","BirthGroup","Kaiki",NA,NA,NA,"Formed new group Inbetweeners"
"Koninging","Koni",NA,"F",NA,"2011-12-09","2011-12-09",NA,"adult","InBetweeners","2013-01-07","2014-08-30","GroupSplit","Kaiki",NA,NA,NA,"Formed new group Inbetweeners"
"Kookoolegit","Koo",NA,"M",NA,"2018-04-12","2014-07-18",NA,"adult","CR","2018-04-12","2018-07-18","BirthGroup","Kodiak",NA,NA,NA,"Last seen few days before CR last followed"
"Krakatoa","Krak",NA,"F",NA,"2014-10-28","2014-10-28",NA,"adult","SplitCR","2017-01-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,NA
"Kurtcubain","Kur",NA,"M",NA,NA,NA,NA,NA,"RC",NA,"2010-12-11","MigrationGroup1",NA,NA,NA,NA,NA
"Kyle","Kyl",NA,"M","2014-11-24","2014-11-24","2014-11-24",8.39,"adult","LT","2014-11-24","2018-02-21","BirthGroup","Kaya",NA,NA,NA,NA
"Laila","Lail",NA,"F",NA,"2018-06-11","2018-06-11",NA,"adult","LT","2018-06-11","2023-04-05","BirthGroup","Laurel",NA,NA,NA,NA
"Lampshade","Lamp",NA,"F","2019-11-07","2019-11-07","2019-11-07",3.42,"juvenile","LT","2019-11-07","2020-04-10","BirthGroup","Laurel",NA,NA,"dead","Dead, no body found"
"Lancey","Lanc",NA,"F","2014-10-29","2014-10-29","2014-10-29",8.46,"adult","LT","2014-10-29","2023-04-05","BirthGroup","Laurel",NA,NA,NA,NA
"Larry","Lar",NA,"M","2018-12-15","2018-12-15","2018-12-15",4.32,"sub-adult","LT","2018-12-15","2020-07-18","BirthGroup","Lancey",NA,NA,"dead","Presumed dead."
"Laurel","Laur",NA,"F",NA,"2012-11-12","2010-11-01",NA,"adult","LT","2012-11-12","2020-03-03","BirthGroup","Lizz",NA,NA,"dead","Born in 2010, fate unknown. Presumed dead."
"Lausanne","Laus",NA,"F",NA,"2011-03-05","2011-03-05",NA,"adult","NH","2011-03-05","2014-01-21","BirthGroup",NA,NA,NA,NA,"Last seen during BGE, by BD observers"
"Lavander","Lava",NA,"F","2017-10-11","2017-10-11","2017-10-11",5.5,"adult","LT","2017-10-11","2019-09-27","BirthGroup","Laurel",NA,NA,"dead","Presumed dead"
"Lawrence","Law",NA,"M","2015-11-17","2015-11-17","2015-11-17",7.41,"adult","LT","2015-11-17","2016-04-12","BirthGroup","Laurel",NA,NA,NA,NA
"Lefty","Lef",NA,"M","2013-12-01","2014-05-31","2013-12-01",9.37,"adult","LT","2014-05-31","2017-01-16","BirthGroup",NA,NA,NA,NA,NA
"Lekker","Lek",NA,"M",NA,"2010-11-09","2006-11-09",NA,"adult","BD","2012-05-19","2015-02-12","MigrationGroup3",NA,NA,NA,NA,"Some days in May-June 2012 where he is back and forth between NH and BD"
"Lekker","Lek",NA,"M",NA,"2010-11-09","2006-11-09",NA,"adult","NH","2012-04-28","2012-05-18","MigrationGroup2",NA,NA,NA,NA,"Some days in May-June 2012 where he is back and forth between NH and BD"
"Lekker","Lek",NA,"M",NA,"2010-11-09","2006-11-09",NA,"adult","BD","2010-11-09","2012-04-23","MigrationGroup1",NA,NA,NA,NA,"Some days in May-June 2012 where he is back and forth between NH and BD"
"Lennon","Len",NA,"M","2012-09-19","2012-09-19","2012-09-19",10.58,"adult","LT","2012-09-19","2018-02-10","BirthGroup","Lizz",NA,NA,NA,NA
"Lewe","Lewe",NA,"F","2018-10-26","2018-10-26","2018-10-26",4.46,"adult","BD","2018-10-26","2023-04-05","BirthGroup","Little Blind",NA,NA,NA,NA
"Lhassa","Lhas",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2016-04-04","BirthGroup","Lausanne",NA,NA,NA,"Split group"
"Lhassa","Lhas",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","Iceland","2016-04-04","2016-06-25","GroupSplit","Lausanne",NA,NA,NA,"Split group"
"Liam","Lia",NA,"M","2013-11-01","2014-08-15","2013-11-01",9.46,"adult","LT","2014-08-15","2018-12-07","BirthGroup",NA,NA,"No",NA,"Mother = Jenny? Tbc with DNA - Unknown fate - scan data collected with Liam name for Kenneth/Joe??"
"Liffey","Lif",NA,"M",NA,"2015-04-28","2011-04-28",NA,"adult","NH","2021-06-01","2022-08-15","MigrationGroup2",NA,NA,NA,"dead","Described initially as heart shape male. Found dead on KB open hill on 19/08/2022 by Loic. Brain was extracted"
"Liffey","Lif",NA,"M",NA,"2015-04-28","2011-04-28",NA,"adult","KB","2015-04-28","2021-05-31","MigrationGroup1",NA,NA,NA,"dead","Described initially as heart shape male. Found dead on KB open hill on 19/08/2022 by Loic. Brain was extracted"
"Light","Lig",NA,"M","2020-10-29","2020-10-29","2020-10-29",2.44,"juvenile","LT","2020-10-29","Stillpresent","BirthGroup","Lilly",NA,NA,NA,"Born between the 22nd and the 29th of October 2020 according to logbook entries."
"Lilly","Lill",NA,"F","2015-10-16","2015-10-16","2015-10-16",7.49,"adult","LT","2015-10-16","2023-04-05","BirthGroup","Lizz",NA,NA,NA,NA
"Lima","Lima",NA,"F","2014-11-04","2014-11-04","2014-11-04",8.44,"adult","NH","2014-11-04","2021-02-23","BirthGroup","Lhassa","Auckland",NA,"dead","she gave birth to a baby F on the 04/11/2014 who died on 14/03/2019. Disappeared with Rennes, Roslin and Reva."
"Lionel","Lion",NA,"F",NA,"2014-12-31","2011-11-01",NA,"adult","CR","2014-12-31","2018-04-07","BirthGroup",NA,NA,NA,NA,"Born 2011"
"Lipsy","Lip",NA,"M",NA,"2019-06-01","2015-06-01",NA,"adult","NH","2019-06-01","2020-08-17","MigrationGroup1",NA,NA,NA,NA,"Some suspect he is Dwergie from BD, unconfirmed until genetics. He left NH in August 2020 and is assumed to be in Crossing now."
"Lizz","Lizz",NA,"F",NA,"2011-01-28","2011-01-28",NA,"adult","LT","2011-01-28","2023-04-05","BirthGroup",NA,NA,NA,NA,NA
"Lohihi","Lohi",NA,"F",NA,"2015-01-10","2015-01-10",NA,"adult","CR","2015-01-10","2018-07-18","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed"
"Loki","Loki",NA,"F","2020-12-07","2020-12-07","2020-12-07",2.34,"juvenile","LT","2020-12-07","2023-04-05","BirthGroup","Louise",NA,NA,NA,"Baby born between the 4th and 7th of december"
"Lola","Lola",NA,"F","2021-12-03","2021-12-03","2021-12-03",1.35,"juvenile","LT","2021-12-03","2023-04-05","BirthGroup","Louise",NA,"Yes",NA,NA
"Lome","Lom",NA,"M","2011-10-27","2011-10-27","2011-10-27",11.48,"adult","5males","2016-07-14","2016-07-14","MigrationGroup1","Lausanne",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
"Lome","Lom",NA,"M","2011-10-27","2011-10-27","2011-10-27",11.48,"adult","NH","2011-10-27","2016-05-31","BirthGroup","Lausanne",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
"Lotus","Lotu",NA,"F","2022-12-22","2022-12-22","2022-12-22",0.29,"baby","LT","2022-12-22","2023-04-05","BirthGroup","Louise",NA,"Yes",NA,NA
"Louise","Loui",NA,"F","2016-11-09","2016-11-09","2016-11-09",6.42,"adult","LT","2016-11-09","2023-04-05","BirthGroup","Lizz",NA,NA,NA,NA
"Luan","Lua",NA,"M","2016-12-19","2016-12-19","2016-12-19",6.31,"adult","LT","2016-12-19","2017-01-16","BirthGroup","India",NA,NA,"dead","Mother (India) died, left behind by group, taken to the sanctuary (16/01/17) and named Luan."
"Lucifer","Luc",NA,"M","2021-12-11","2021-12-11","2021-12-11",1.32,"juvenile","LT","2021-12-11","Stillpresent","BirthGroup","Lilly",NA,"Yes",NA,NA
"Lugano","Lug",NA,"M","2020-12-21","2020-12-21","2020-12-21",2.3,"juvenile","NH","2020-12-21","2021-02-18","BirthGroup","Lima",NA,NA,"dead","born between 19-21.12.20 . injured the 16th, found dead on the 18th."
"Luna","Luna",NA,"F","2022-12-06","2022-12-06","2022-12-06",0.33,"baby","LT","2022-12-06","2023-04-05","BirthGroup","Lancey",NA,"Yes",NA,NA
"Macedonia","Mac",NA,"M",NA,"2014-12-31","2010-12-31",NA,"adult","CR","2014-12-31","2016-05-20","MigrationGroup1",NA,NA,NA,NA,"Disappeared"
"Mackanzie","Mack","Asiatic","F",NA,"2014-12-31","2012-11-01",NA,"adult","CR","2014-12-31","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born 2012"
"Madagascar","Mad",NA,"M",NA,"2014-10-08","2010-10-08",NA,"adult","BD","2014-09-01","2017-03-07","MigrationGroup2",NA,NA,NA,NA,"Was recognised in BD as from CR, but no CR data for him -> check broken tail male"
"Madagascar","Mad",NA,"M",NA,"2014-10-08","2010-10-08",NA,"adult","CR","2014-10-08","2023-04-05","MigrationGroup1",NA,NA,NA,NA,"Was recognised in BD as from CR, but no CR data for him -> check broken tail male"
"Madonna","Mado",NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-04-05","BirthGroup",NA,NA,"No",NA,NA
"Malawi","Mal",NA,"M","2014-12-14","2014-12-14","2014-12-14",8.33,"adult","KB","2014-12-14","2019-05-17","BirthGroup","Mara","Medjerda",NA,NA,"Probably born before but 1st time seen in december"
"Mamoobi","Mamo",NA,"F",NA,"2011-01-18","2011-01-18",NA,"adult","AK","2011-01-18","2019-04-30","BirthGroup",NA,NA,NA,"dead","Presumed dead, body not found, in logbook as seen on 09/05/19 but likely a mistake"
"Mandy","Man","Newmale0922","M",NA,"2022-09-22","2018-09-22",NA,"sub-adult","LT","2022-09-22","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Manhattan","Manh",NA,"F",NA,"2016-02-11","2014-11-01",NA,"adult","CR","2016-02-11","2017-01-21","BirthGroup","Martinique",NA,NA,"dead","Born 2014, Dead"
"Margarita","Mar",NA,"M",NA,"2017-10-25","2013-11-17",NA,"adult","CR","2017-10-25","2017-11-17","BirthGroup","Mackenzie",NA,NA,NA,NA
"Mara","Mara","Spottyarm","F",NA,"2013-05-06","2013-05-06",NA,"adult","KB","2013-05-06","2022-11-05","BirthGroup",NA,NA,"No",NA,"likely called spotty arm early on - Iding of her before May 2013 likely unreliable"
"Martinique","Mart",NA,"F",NA,"2015-10-07","2015-10-07",NA,"adult","CR","2015-10-07","2015-10-07","BirthGroup",NA,NA,"No","dead","Only ever recorded once in logbook, presumed dead?"
"Mass","Mas",NA,"M","2018-11-12","2018-11-12","2018-11-12",4.41,"sub-adult","KB","2018-11-12","2023-02-06","BirthGroup","Mara",NA,NA,NA,"Probably born before first seen date"
"Mathimula","Mat",NA,"M","2014-10-21","2014-10-21","2014-10-21",8.48,"adult","BD","2021-02-24","2021-10-29","MigrationGroup2","Mamoobi",NA,NA,NA,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
"Mathimula","Mat",NA,"M","2014-10-21","2014-10-21","2014-10-21",8.48,"adult","BD","2020-02-17","2021-01-30","MigrationGroup1","Mamoobi",NA,NA,NA,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
"Mathimula","Mat",NA,"M","2014-10-21","2014-10-21","2014-10-21",8.48,"adult","AK","2014-10-21","2020-02-17","BirthGroup","Mamoobi",NA,NA,NA,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
"Mbazwane","Mba",NA,"M","2013-11-15","2013-11-15","2013-11-15",9.42,"adult","AK","2013-11-15","2016-01-16","BirthGroup","Mamoobi","Elton",NA,NA,"16/01/2016 - last time w/ AK, stayed with I family but gp not followed"
"Mbazwane","Mba",NA,"M","2013-11-15","2013-11-15","2013-11-15",9.42,"adult","IFamily","2016-01-16","2016-01-16","GroupSplit","Mamoobi","Elton",NA,NA,"16/01/2016 - last time w/ AK, stayed with I family but gp not followed"
"Mbila","Mbil",NA,"F","2018-11-05","2018-11-05","2018-11-05",4.43,"adult","AK","2018-11-05","2019-12-16","BirthGroup","Mamoobi",NA,NA,"dead","Presumed dead, body not found"
"Medjerda","Med",NA,"M",NA,"2012-05-09","2008-05-09",NA,"adult","KB","2014-02-20","2015-12-15","MigrationGroup2",NA,NA,"No",NA,"left KB for unk group then later returned, briefly named ""Oo"" before recognised as Med, disappeared with 'Z' matriline and 'Pearl' (LAlm), presumably to form new split group"
"Medjerda","Med",NA,"M",NA,"2012-05-09","2008-05-09",NA,"adult","KB","2012-05-09","2013-06-19","MigrationGroup1",NA,NA,"No",NA,"left KB for unk group then later returned, briefly named ""Oo"" before recognised as Med, disappeared with 'Z' matriline and 'Pearl' (LAlm), presumably to form new split group"
"Medusa","Medu",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-04-05","BirthGroup",NA,NA,"Yes",NA,NA
