"LH_RowNumber","LH_AnimalID","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","AnimalID_Std","Fate_probable"
"326","Baby Jink 2014","BJin14",NA,NA,NA,2014-11-03,2014-11-03,NA,NA,"NH","Jinka",NA,NA,NA,NA,2014-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baby Found dead","Babyjink2014","dead"
"327","Baby Pannekoekie 2014","BPan14",NA,NA,NA,2014-11-03,2014-11-03,NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,2014-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Babypannekoekie2014","dead"
"328","Ihlane","Ihl",NA,"M",NA,2014-11-03,2014-11-03,NA,NA,"AK","Isilonda",NA,2016-02-29,"IFamily",2016-04-29,2017-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ifamily not followed regurlarly","Ihlane",NA
"329","Safari","Safa",NA,"F",NA,2014-11-03,2014-11-03,NA,NA,"BD","Snortjie",NA,NA,NA,NA,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Safari",NA
"330","Lima","Lima",NA,"F",NA,2014-11-04,2014-11-04,NA,NA,"NH","Lhassa","Auckland",NA,"RFamily",NA,2021-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"she gave birth to a baby F on the 04/11/2014 who died on 14/03/2019. Disappeared with Rennes, Roslin and Reva.","Lima","dead"
"331","Riyadh","Riy",NA,"M",NA,2014-11-04,2014-11-04,NA,NA,"NH","Roma",NA,2015-12-15,NA,NA,2015-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen looking very unwell, crooked swollen neck, presumed dead","Riyadh","dead"
"332","Asseblief","Ass",NA,"M",NA,2014-11-05,2014-11-05,NA,"CR","BD","Asis",NA,2019-05-30,"CR",NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Date of imigration is unknown since he joined crossing during the time they were not followed","Asseblief","migrated"
"333","Redelik","Rede",NA,"F","1",2014-11-10,2014-11-10,NA,"BD","BD","Rissiepit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Redelik",NA
"334","Baby Niese 2014","BNie14",NA,"M",NA,2014-11-11,2014-11-11,NA,NA,"BD","Niese",NA,2014-12-26,NA,NA,2014-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Babyniese2014","dead"
"335","Greenland",NA,NA,NA,NA,2014-11-12,2014-11-12,NA,NA,"CR","Galapagos",NA,NA,NA,NA,2015-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, presumed dead ","Greenland","dead"
"336","Teddibeer","Ted","Christmas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teddibeer",NA
"337","Xinyi","Xiny",NA,"F",NA,2014-11-14,2014-11-14,NA,NA,"NH","XaiXai",NA,NA,NA,NA,2015-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinyi",NA
"338","Obelisk","Obe",NA,"M",NA,2014-11-15,2014-11-15,NA,"CR","BD","Oulik","Chernobyl",2019-06-13,"CR",2020-08-06,2022-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably immigrated earlier but gp not habituated/not followed so immigration date might not be exact","Obelisk","migrated"
"339","Propriano","Pro","Prague","M",NA,2014-11-19,2014-11-19,NA,"CR","NH","Pretoria","Cancun",2019-06-01,"BD",2019-07-13,2022-04-16,"CR",2022-05-03,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,"Propriano",NA
"340","Thames","Tha",NA,"M",NA,NA,2014-11-19,NA,NA,NA,NA,NA,NA,"KB",2014-11-19,2015-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thames",NA
"341","Kyle","Kyl",NA,"M",NA,2014-11-24,2014-11-24,NA,NA,"LT","Kaya",NA,2018-02-21,NA,NA,2018-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyle",NA
"342","Intaba","Int",NA,"M",NA,2014-11-27,2014-11-27,NA,NA,"AK","Inhlanhla",NA,2016-02-29,"IFamily",NA,2016-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ifamily not followed regurlarly","Intaba",NA
"343","Nooiens","Nooi",NA,"F",NA,2014-11-28,2014-11-28,NA,"BD","BD","Numbies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nooiens",NA
"344","Bela-Bela","Bela",NA,"F","1",2014-11-29,2014-11-29,NA,"NH","NH","Bogota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belabela",NA
"345","Granada","Gran",NA,"F",NA,2014-12-08,2014-12-08,NA,"NH","NH","Geneva","Auckland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada",NA
"346","Umtata","Umt",NA,"M",NA,2014-12-08,2014-12-08,NA,NA,"NH","Uppsala","Govu",2020-01-04,NA,NA,2020-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umtata",NA
"347","Malawi","Mal",NA,"M",NA,NA,2014-12-14,NA,NA,"KB","Mara","Medjerda",2019-05-17,NA,NA,2019-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born before but 1st time seen in december","Malawi",NA
"348","Mercury","Mer",NA,"M",NA,NA,2014-12-18,NA,NA,"LT",NA,NA,NA,"FirstLTsplinter",NA,2015-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Unclear if data in logbook is for Mercury or Merlin…: 2015/07/09 - last date Mercury (lennon moustace?) recorded","Mercury",NA
"349","Cone","Con",NA,"M",NA,NA,2014-12-30,NA,NA,"CR",NA,NA,2015-07-22,NA,NA,2015-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2011, may have migrated","Cone","migrated"
"350","Curious",NA,NA,"M",NA,NA,2014-12-30,NA,NA,"CR",NA,NA,2015-11-06,NA,NA,2015-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2011, may have migrated","Curious","migrated"
"351","Ellesmere","Elle",NA,"F","12",NA,2014-12-30,NA,NA,"CR",NA,NA,NA,NA,NA,2016-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Ellesmere","dead"
"352","Iceland","Icel",NA,"F",NA,NA,2014-12-30,NA,NA,"CR",NA,NA,NA,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Iceland",NA
"353","Japan","Jap",NA,"M",NA,NA,2014-12-30,NA,NA,NA,NA,NA,NA,"CR",2014-11-20,2015-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan",NA
"354","Kergelen","Ker",NA,"M","2",NA,2014-12-30,NA,NA,NA,NA,NA,NA,"CR",2014-12-30,2015-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kergelen",NA
"355","Pale","Pal",NA,"M","1",NA,2014-12-30,NA,"BD","CR",NA,NA,2016-12-01,"BD",2016-12-07,2022-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, seen in CR twice in the 1-2 months after migration","Pale","migrated"
"356","Pizza","Piz",NA,"M",NA,NA,2014-12-30,NA,NA,"CR",NA,NA,2017-04-11,NA,NA,2017-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2013, Disappeared, probably migrated","Pizza","migrated"
"357","Solomon","Sol",NA,"M",NA,NA,2014-12-30,NA,NA,NA,NA,NA,NA,"CR",2014-12-30,2017-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared, probably migrated","Solomon","migrated"
"358","Antarctica","Anta",NA,"F",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,NA,"SplitCR",2017-02-12,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA
"359","Mackanzie","Mack","Asiatic","F",NA,NA,2014-12-31,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012","Mackanzie",NA
"360","Bocold","Boc",NA,"M",NA,NA,2014-12-31,NA,NA,NA,NA,NA,NA,"CR",2014-12-31,2017-01-21,"BD",2017-01-31,2019-05-04,"AK",2019-05-15,2019-10-30,NA,NA,NA,NA,"Migrated or dead. ","Bocold","dead"
"361","Handi","Han",NA,"M",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,2017-04-29,"BD",2017-05-06,2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012","Handi",NA
"362","Helmet","Hel",NA,"M",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,2018-02-03,NA,NA,2018-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, likely migrated","Helmet","migrated"
"363","Inner","Inn",NA,"M",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,2017-01-31,NA,NA,2017-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, Disappeared, probably migrated","Inner","migrated"
"364","Lionel","Lion",NA,"F",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,NA,NA,NA,2018-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2011","Lionel",NA
"365","Macedonia","Mac",NA,"M",NA,NA,2014-12-31,NA,NA,NA,NA,NA,NA,"CR",2014-12-31,2016-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared","Macedonia",NA
"366","Samoa","Samo",NA,"F",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,NA,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Samoa",NA
"367","Seychelles","Sey",NA,"M",NA,NA,2014-12-31,NA,"BD","CR","Samoa",NA,NA,"BD",2019-05-21,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014","Seychelles",NA
"368","The Mask",NA,NA,"F",NA,NA,2014-12-31,NA,NA,"CR",NA,NA,NA,"SplitCR",2017-02-12,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Name conflicts with Theodore from LT, born 2012","Themask",NA
"369","Chiloe","Chil",NA,"F",NA,NA,2015-01-06,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiloe",NA
"370","Cuba","Cuba","kinktail","F",NA,NA,2015-01-06,NA,NA,"CR",NA,NA,NA,NA,NA,2015-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead, originally called ""kinktail"", born 2012","Cuba","dead"
"371","Flatty","Fla",NA,"M",NA,NA,2015-01-06,NA,NA,"CR",NA,NA,2017-04-24,NA,NA,2017-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2011, disappeared/ migrated in new group?","Flatty","migrated"
"372","Galapagos","Gala",NA,"F",NA,NA,2015-01-06,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Galapagos",NA
"373","Henderson","Hen",NA,"M",NA,NA,2015-01-06,NA,NA,NA,NA,NA,NA,"CR",2015-01-06,2015-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henderson",NA
"374","Tonga","Tong",NA,"F",NA,NA,2015-01-06,NA,NA,"CR",NA,NA,NA,NA,NA,2017-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead","Tonga","dead"
"375","Whiskers","Whis",NA,"F",NA,NA,2015-01-06,NA,NA,"CR",NA,NA,NA,"SplitCR",2017-02-12,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012","Whiskers",NA
"376","Xiushan","Xiu","Decoloured","M",NA,NA,2015-01-06,NA,"CR",NA,NA,NA,NA,"CR",2015-11-13,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20 but still present in dec21- in logbook first as juvenile  ""decoloured"", then later changed to adult and Xiushan….?","Xiushan",NA
"377","Symetric","Sym","Simetric","M",NA,NA,2015-01-09,NA,NA,"CR",NA,NA,2018-03-21,NA,NA,2018-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014","Symetric",NA
"378","Lohihi","Lohi",NA,"F",NA,NA,2015-01-10,NA,NA,"CR",NA,NA,NA,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Lohihi",NA
"379","Huge","Huge",NA,"F",NA,NA,2015-01-12,NA,NA,"CR",NA,NA,NA,NA,NA,2016-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, fate unknown","Huge",NA
"380","Oahu","Oahu",NA,"F","10",NA,2015-01-12,NA,NA,"CR",NA,NA,NA,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Oahu",NA
"381","Pointy","Poi",NA,"M",NA,NA,2015-01-12,NA,NA,"CR",NA,NA,2017-04-26,NA,NA,2017-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared, probably migrated","Pointy","migrated"
"382","Sumbawa","Sumb",NA,"F",NA,NA,2015-01-19,NA,NA,"CR",NA,NA,NA,NA,NA,2015-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sumbawa",NA
"383","Umnak","Umna",NA,"F",NA,NA,2015-02-11,NA,NA,"CR",NA,NA,NA,NA,NA,2017-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead","Umnak","dead"
"384","Base","Bas",NA,"M",NA,NA,2015-02-25,NA,NA,"CR",NA,NA,2017-04-29,"BD",2017-05-05,2021-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen in BD on 19/02/2021","Base",NA
"385","Olona","Olo","Bumpy head male","M",NA,NA,2015-04-03,NA,NA,NA,NA,NA,NA,"KB",2015-04-03,2015-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Described initially as 'bumpy head male', seen with group across river on 29th June 15","Olona",NA
"386","Atitlan","Ati","Male with bright eyerings","M",NA,NA,2015-04-28,NA,NA,NA,NA,NA,NA,"KB",2015-04-28,2016-01-25,"AK",2016-03-03,2020-02-25,NA,NA,NA,NA,NA,NA,NA,"Described initially as male with bright eyerings, moved between AK and KB in months before immigration date","Atitlan","migrated"
"387","Liffey","Lif",NA,"M",NA,NA,2015-04-28,NA,"NH",NA,NA,NA,NA,"KB",2015-04-28,2021-05-31,"NH",2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA,"Described initially as heart shape male","Liffey","dead"
"388","Okavango","Oka",NA,"M",NA,NA,2015-05-04,NA,NA,NA,NA,NA,NA,"KB",2015-05-04,2015-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Had large wound before last seen","Okavango",NA
"389","Wesley","Wes",NA,"M",NA,NA,2015-05-20,NA,NA,NA,NA,NA,NA,"LT",2015-05-20,2018-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seen once more in LT on 2018/03/03","Wesley",NA
"390","Colorado","Col",NA,"M",NA,NA,2015-05-25,NA,NA,NA,NA,NA,NA,"KB",2015-05-25,2016-05-11,"IFamily",2016-04-29,2016-09-14,NA,NA,NA,NA,NA,NA,NA,"Seen once more in KB in June 16 after departure date and once in Ifamily in April 16","Colorado",NA
"391","Smashy","Smas","Mous","F",NA,NA,2015-06-16,NA,NA,"CR",NA,NA,NA,NA,NA,2018-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Name Conflict with SMA & Small Eyes, fate unknown","Smashy",NA
"392","Tortuga","Tort","broken finger","F",NA,NA,2015-07-22,NA,NA,"CR",NA,NA,NA,NA,NA,2020-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"born 2012, previously called broken finger when juv, collar found on the ground with a lot of fur. Presumed dead.","Tortuga","dead"
"393","Daenerys","Daen",NA,"F",NA,NA,2015-08-20,NA,"LT","LT","Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daenerys",NA
"394","Vancouver","Van",NA,"M","20",NA,2015-09-01,NA,NA,NA,NA,NA,NA,"CR",2015-09-01,2018-05-28,"BD",2018-05-29,2019-11-29,NA,NA,NA,NA,NA,NA,NA,"Name conflicts with Vance from LT","Vancouver",NA
"395","Pianosa","Pia",NA,"M",NA,NA,2015-09-26,NA,NA,NA,NA,NA,NA,"CR",2015-09-26,2016-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared","Pianosa",NA
"396","Robben","Robb",NA,"F",NA,NA,2015-09-29,NA,NA,"CR",NA,NA,NA,NA,NA,2016-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fate unknown","Robben",NA
"397","Martinique","Mart",NA,"F",NA,NA,2015-10-07,NA,NA,"CR",NA,NA,NA,NA,NA,2015-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Only ever recorded once in logbook, presumed dead?","Martinique","dead"
"398","Barbados","Barb",NA,"F",NA,NA,2015-10-08,NA,NA,"CR",NA,NA,NA,"SplitCR",NA,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbados",NA
"399","Dulcina","Dulc",NA,"F",NA,NA,2015-10-08,NA,NA,"CR",NA,NA,NA,NA,NA,2015-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Only recorded on one day, presumed dead","Dulcina","dead"
"400","Baby Zeia 2015","BZei15",NA,NA,NA,2015-10-15,2015-10-15,NA,NA,"KB","Zeia",NA,NA,NA,NA,2015-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"already dead when last seen (carried >/=1 day)","Babyzeia2015","dead"
"401","Lilly","Lill",NA,"F",NA,2015-10-16,2015-10-16,NA,"LT","LT","Lizz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilly",NA
"402","Baby Troi 2015","BTro15",NA,"M","33",2015-10-22,2015-10-22,NA,NA,"NH","Troia",NA,2015-12-11,NA,NA,2015-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen with head injury 19/11/15, presumed dead","Babytroi2015","dead"
"403","Galati","Gala",NA,"F",NA,2015-10-23,2015-10-23,NA,NA,"NH","Gaya",NA,NA,NA,NA,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead, says seen a month later in logbook but likely mistake","Galati","dead"
"404","Baby Amur 2015","BAmu15",NA,NA,NA,NA,2015-10-25,NA,NA,"KB","Amur",NA,NA,NA,NA,2015-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"approx. birthdate","Babyamur2015",NA
"405","Zave","Zav",NA,"M",NA,NA,2015-10-28,NA,NA,NA,NA,NA,NA,"CR",2015-10-28,2017-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared, migrated from CR to unk group?","Zave","migrated"
"406","Johannesburg","Joha",NA,"F",NA,2015-10-30,2015-10-30,NA,NA,"NH","Jakarta",NA,2016-04-13,"Iceland",NA,2016-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Split group, last seen in Iceland","Johannesburg",NA
"407","Baby Isil 2015","BIsi15",NA,NA,NA,2015-11-05,2015-11-05,NA,NA,"AK","Isilonda",NA,NA,NA,NA,2016-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no body found but presumed dead.","Babyisil2015","dead"
"408","Baby Ghan 2015","BGha15",NA,NA,NA,2015-11-06,2015-11-06,NA,NA,"AK","Ghangaan",NA,NA,NA,NA,2015-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Babyghan2015",NA
"409","Baby Snortjie 2015","BSno15",NA,NA,NA,2015-11-06,2015-11-06,NA,NA,"BD","Snortjie",NA,NA,NA,NA,2015-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Babysnortjie2015","dead"
"410","Nirtjies","Nirt",NA,"F",NA,2015-11-06,2015-11-06,NA,NA,"BD","Numbies",NA,NA,NA,NA,2016-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Nirtjies","dead"
"411","Ireland","Ire",NA,"M",NA,NA,2015-11-08,NA,NA,"CR","Iceland",NA,2015-02-12,NA,NA,2015-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, presumed dead","Ireland","dead"
"412","Baby Ness 2015","BNes15",NA,"F",NA,2015-11-09,2015-11-09,NA,NA,"KB","Nessie",NA,NA,NA,NA,2016-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not brand new on birthdate, presumed dead, no body","Babyness2015","dead"
"413","Jiamusi","Jia",NA,"M",NA,2015-11-09,2015-11-09,NA,NA,"NH","Jinka",NA,2016-04-13,"Iceland",NA,2016-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Split group, lsat seen in Iceland","Jiamusi",NA
"414","Middag","Midd",NA,"F",NA,2015-11-09,2015-11-09,NA,NA,"BD","Mielies",NA,NA,NA,NA,2016-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, body not found","Middag","dead"
"415","Brisbane","Bri",NA,"M",NA,2015-11-10,2015-11-10,NA,NA,"NH","Brasilia",NA,2016-04-13,"Iceland",NA,2016-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prob split group? Not ID'd in Iceland after split","Brisbane",NA
"416","Baby Mamo 2015","BMam15",NA,NA,NA,2015-11-11,2015-11-11,NA,NA,"AK","Mamoobi",NA,NA,NA,NA,2016-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, approximate date","Babymamo2015","dead"
"417","Baby Aare 2015","BAar15",NA,"M",NA,2015-11-12,2015-11-12,NA,NA,"KB","Aare",NA,2016-02-13,NA,NA,2016-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, no body","Babyaare2015","dead"
"418","Baby Nkos 2015","BNko15",NA,NA,NA,2015-11-12,2015-11-12,NA,NA,"AK","Nkosikasi",NA,NA,NA,NA,2016-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, approximate date","Babynkos2015","dead"
"419","Papsak","Pap",NA,NA,NA,2015-11-12,2015-11-12,NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,2015-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, body not found","Papsak","dead"
"420","Richard","Ric",NA,"M",NA,2015-11-12,2015-11-12,NA,NA,"LT","Roxanne",NA,2016-09-27,NA,NA,2016-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fate unknown","Richard",NA
"421","Raspberry","Rasp",NA,"F",NA,NA,2015-11-13,NA,NA,"CR",NA,NA,NA,"SplitCR",2017-01-12,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2011","Raspberry",NA
"422","Everest","Eve",NA,"M","40",NA,2015-11-14,NA,NA,"RL",NA,NA,NA,NA,2015-11-14,2015-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released in BD","Everest",NA
"423","Kilimanjaro","Kil",NA,"M","6",NA,2015-11-14,NA,NA,"RL",NA,NA,NA,NA,2015-11-14,2015-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released in BD with Eve on 14/11/2015","Kilimanjaro",NA
"424","Baby Gugu 2015","BGug15",NA,NA,NA,2015-11-16,2015-11-16,NA,NA,"AK","Gugu",NA,NA,NA,NA,2016-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no body- prob dead. Gugu badly injured","Babygugu2015","dead"
"425","Ulaanbaatar","Ula",NA,"M",NA,2015-11-16,2015-11-16,NA,NA,"NH","Uppsala",NA,2020-11-30,"IFamily",2020-12-09,2021-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulaanbaatar",NA
"426","Zhukovsky","Zhu",NA,"M",NA,2015-11-16,2015-11-16,NA,NA,"NH","Zara",NA,2016-03-08,NA,NA,2016-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead, unclear if body found","Zhukovsky","dead"
"427","Baby Diana 2015","BDia15",NA,"M",NA,2015-11-17,2015-11-17,NA,NA,"LT","Diana",NA,2016-01-19,NA,NA,2016-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"last seen w/ wound on back unable to walk properly","Babydiana2015",NA
"428","Lawrence","Law",NA,"M",NA,2015-11-17,2015-11-17,NA,NA,"LT","Laurel",NA,2016-04-12,NA,NA,2016-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lawrence",NA
"429","Baby Idwa 2015","BIdw15",NA,NA,NA,2015-11-18,2015-11-18,NA,NA,"AK","Idwala",NA,NA,NA,NA,2016-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no body - presumed dead","Babyidwa2015","dead"
"430","Bari","Bari",NA,"F",NA,2015-11-18,2015-11-18,NA,NA,"NH","Bogota",NA,2016-04-13,"Iceland",NA,2016-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prob Split group? not ID'd in Iceland after split","Bari",NA
"431","Hasie","Has",NA,"M",NA,2015-11-19,2015-11-19,NA,NA,"BD","Heerlik",NA,2016-05-17,NA,NA,2016-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't have the real Last seen Date, approximation, presumed dead","Hasie","dead"
"432","Oortjies","Oort",NA,"F",NA,2015-11-20,2015-11-20,NA,"BD","BD","Oulik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oortjies",NA
"433","Adder","Add",NA,"M",NA,2015-11-23,2015-11-23,NA,NA,"BD","Asis",NA,2021-10-04,NA,NA,2021-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adder",NA
"434","Pruszkow","Pru",NA,"M",NA,2015-11-23,2015-11-23,NA,NA,"NH","Pretoria",NA,2020-11-30,"IFamily",2020-12-09,2020-12-22,"KB",2022-05-18,2023-03-13,NA,NA,NA,NA,NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB.","Pruszkow",NA
"435","Reykjavik","Rey",NA,"M","1",2015-11-23,2015-11-23,NA,NA,"NH","Reva","Govu",2020-11-30,"IFamily",2020-12-09,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rey pops out in every encounter between AK and Ifamily and Noha and Ifamily. He is with Ifamily. And regularly seen during an encounter.","Reykjavik",NA
