"LH_RowNumber","AnimalCode","AnimalName","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
616,"Das","Dastard",NA,"M",NA,"2019-11-01",NA,NA,NA,"LT","2019-11-01","2023-11-16","BirthGroup","Daenerys",NA,NA,NA,NA
617,"BDel19","Baby Delilah 2019",NA,NA,NA,"2019-11-04",NA,NA,NA,NA,NA,NA,NA,"Delilah",NA,NA,"dead","Dead, no body found"
618,"BPan19","Baby Pannekoekie 2019",NA,NA,NA,"2019-11-04",NA,NA,NA,NA,NA,NA,NA,"Pannekoekie",NA,NA,NA,NA
619,"Nucl","Nuclides",NA,"F","2019-11-04","2019-11-04","2019-11-04",4.03,"adult","BD","2019-11-04","2021-06-30","BirthGroup","Nurks",NA,NA,NA,"She was last seen on the 30/06/2021. Nucl was the only surviving baby from BD for the 2019/20 season."
620,"BPre19","Baby Pretoria 2019",NA,"F","2019-11-06","2019-11-06","2019-11-06",4.03,"adult","NH","2019-11-06","2019-11-06","BirthGroup","Pretoria",NA,NA,NA,"not seen after"
621,"Gree","Greenbay",NA,"F","2019-11-06","2019-11-06","2019-11-06",4.03,"adult","NH","2019-11-06","2023-11-16","BirthGroup","Granada",NA,NA,NA,NA
622,"Lamp","Lampshade",NA,"F",NA,"2019-11-07",NA,NA,NA,"LT","2019-11-07","2020-04-10","BirthGroup","Laurel",NA,NA,"dead","Dead, no body found"
623,"BGug19","Baby Gugu 2019",NA,"M","2019-11-09","2019-11-09","2019-11-09",4.02,"sub-adult","AK","2019-11-09","2020-03-04","BirthGroup","Gugu",NA,NA,NA,"Sexed by only 2 observers"
624,"Ren","Reno",NA,"M","2019-11-12","2019-11-12","2019-11-12",4.01,"sub-adult","NH","2019-11-12","2023-11-16","BirthGroup","Rennes",NA,NA,NA,NA
625,"Tas","Tasty flavours",NA,"M",NA,"2019-12-04","2015-12-04",NA,"adult","LT","2019-12-04","2021-11-23","MigrationGroup1",NA,NA,NA,NA,NA
626,"Tam","Tambacounda",NA,"M",NA,"2020-05-15","2016-05-15",NA,"adult","NH","2020-05-15","2023-03-03","MigrationGroup1",NA,NA,"No",NA,"Nickname was EarNotchGuy before he was named but the data should not be used because he was confused with Utrecht for some time. Like Utrecht he was only seen very rarely before August 2020 and was not very consistent after that until January 2021."
627,"Utr","Utrecht",NA,"M",NA,"2020-05-15","2016-05-15",NA,"adult","NH","2020-11-26","2023-11-16","MigrationGroup2",NA,NA,"Yes",NA,"Nickname was EarNotchGuy before he was named but the data should not be used because he might have been confused with Tambacounda for some time. He was only occasionally seen (less than once per week) from May 2020 until August 2020. He then completely disappeared in october 2020. We thought he was only around for mating season of that year. Very unhabituated and almost never seen. He then came back after one month and he has been seen again on the 26.11.2020 by Lukas (only observer who could recognise him at this point since jose had left). After that he has been consistantly around since December 2020 (Lukas had 2 weeks vacation between end of November-middle december) and became habituated since. It is unlcear whether he was consistenlty around before his return in November 2020."
627,"Utr","Utrecht",NA,"M",NA,"2020-05-15","2016-05-15",NA,"adult","NH","2020-06-02","2020-10-15","MigrationGroup1",NA,NA,"Yes",NA,"Nickname was EarNotchGuy before he was named but the data should not be used because he might have been confused with Tambacounda for some time. He was only occasionally seen (less than once per week) from May 2020 until August 2020. He then completely disappeared in october 2020. We thought he was only around for mating season of that year. Very unhabituated and almost never seen. He then came back after one month and he has been seen again on the 26.11.2020 by Lukas (only observer who could recognise him at this point since jose had left). After that he has been consistantly around since December 2020 (Lukas had 2 weeks vacation between end of November-middle december) and became habituated since. It is unlcear whether he was consistenlty around before his return in November 2020."
628,"Vla","Vladivostok",NA,"M",NA,"2020-05-28","2016-05-28",NA,"adult","AK","2021-06-11","2023-02-07","MigrationGroup2",NA,NA,NA,NA,"Nickname was PointyEarsGuy before he was named"
628,"Vla","Vladivostok",NA,"M",NA,"2020-05-28","2016-05-28",NA,"adult","NH","2020-05-28","2021-06-11","MigrationGroup1",NA,NA,NA,NA,"Nickname was PointyEarsGuy before he was named"
629,"Fle","Flensburg",NA,"M",NA,"2020-06-16","2016-06-16",NA,"adult","NH","2022-01-18","2023-05-06","MigrationGroup2",NA,NA,NA,NA,"Nickname was RedCoatGuy before he was named"
629,"Fle","Flensburg",NA,"M",NA,"2020-06-16","2016-06-16",NA,"adult","NH","2020-07-31","2021-11-04","MigrationGroup1",NA,NA,NA,NA,"Nickname was RedCoatGuy before he was named"
630,"War","Warnemünde",NA,"M",NA,"2020-08-24","2016-08-24",NA,"adult","CR","2023-05-23","2023-11-16","MigrationGroup3",NA,NA,NA,NA,"Nickname was Greyface, Grey Face and Grey muzzle before he was named. May be written warnemuende in some data."
630,"War","Warnemünde",NA,"M",NA,"2020-08-24","2016-08-24",NA,"adult","BD","2022-06-06","2023-05-06","MigrationGroup2",NA,NA,NA,NA,"Nickname was Greyface, Grey Face and Grey muzzle before he was named. May be written warnemuende in some data."
630,"War","Warnemünde",NA,"M",NA,"2020-08-24","2016-08-24",NA,"adult","NH","2020-09-23","2021-12-20","MigrationGroup1",NA,NA,NA,NA,"Nickname was Greyface, Grey Face and Grey muzzle before he was named. May be written warnemuende in some data."
631,"Aaa","Aaalva","Aalva","M",NA,"2020-10-08","2020-10-08",NA,"juvenile","KB","2020-10-08","2023-11-16","BirthGroup","Aare",NA,NA,NA,"Born into KB late 2019.Not recorded. Name changed from Aalva to Aaalva."
632,"Sho","Shongololo",NA,"M",NA,"2020-10-13","2016-10-13",NA,"adult","AK","2020-10-13","2023-11-16","MigrationGroup1",NA,NA,NA,NA,NA
633,"Dia","Diamond",NA,"M",NA,"2020-10-29","2020-10-29",NA,"juvenile","LT","2020-10-29","2023-11-16","BirthGroup","Diana",NA,NA,NA,"Born between the 22nd and the 29th of October 2020 according to logbook entries."
634,"Lig","Light",NA,"M",NA,"2020-10-29","2020-10-29",NA,"juvenile","LT","2020-10-29","2023-11-16","BirthGroup","Lilly",NA,NA,NA,"Born between the 22nd and the 29th of October 2020 according to logbook entries."
635,"Awa","Awash",NA,"M","2020-11-03","2020-11-03","2020-11-03",3.03,"juvenile","KB","2020-11-03","2023-11-16","BirthGroup","Aare",NA,NA,NA,"Born in the night from the 2nd to the 3rd of November 2020"
636,"BRos20","Baby Rosl 2020",NA,"F","2020-11-03","2020-11-03","2020-11-03",3.03,"juvenile","NH","2020-11-03","2020-12-13","BirthGroup","Roslin",NA,NA,NA,"Born in the night from the 2nd to the 3rd of November 2020. On the 10 Dec 2020 we found Rosl with her baby half attach. It was still alive but probably paralyzed. "
637,"App","Appel",NA,"M","2020-11-04","2020-11-04","2020-11-04",3.03,"juvenile","BD","2020-11-04","2023-11-16","BirthGroup","Aapie",NA,NA,NA,NA
638,"Papp","Papp",NA,"F","2020-11-04","2020-11-04","2020-11-04",3.03,"juvenile","BD","2020-11-04","2023-11-16","BirthGroup","Potjie",NA,NA,NA,"Born in the night from the 3rd to the 4th morning of November 2020 "
639,"Gib","Gibela",NA,"M","2020-11-12","2020-11-12","2020-11-12",3.01,"juvenile","AK","2020-11-12","2023-11-16","BirthGroup","Ginqika",NA,NA,NA,"Probably born during the night"
640,"Popp","Poppie",NA,"F","2020-11-12","2020-11-12","2020-11-12",3.01,"juvenile","BD","2020-11-12","2023-01-31","BirthGroup","Puolka",NA,NA,NA,"Born either night of 11/11/2020 or early monring of 12/11/2020"
641,"Yon","Yonne",NA,"M","2020-11-12","2020-11-12","2020-11-12",3.01,"juvenile","KB","2020-11-12","2021-01-15","BirthGroup","Yalu",NA,NA,NA,NA
642,"Oup","Oupa",NA,"M",NA,"2020-11-13","2020-11-13",NA,"juvenile","BD","2020-11-13","2023-11-16","BirthGroup","Oulik",NA,NA,NA,NA
643,"Gus","Gusha",NA,"M","2020-11-16","2020-11-16","2020-11-16",3,"juvenile","AK","2020-11-16","2021-03-11","BirthGroup","Gugu",NA,NA,NA,"last seen on the 11/03/2021 and his mom was later on found floating on the second dam 18.03.21 but not sure what happened to him"
644,"Ndum","Ndumiso",NA,"F","2020-11-16","2020-11-16","2020-11-16",3,"juvenile","AK","2020-11-16","2023-11-16","BirthGroup","Ndonsa",NA,NA,NA,NA
645,"Riv","Riversdale",NA,"M",NA,"2020-11-16","2017-02-20",NA,"adult","NH","2020-11-16","2021-02-20","BirthGroup","Reva",NA,NA,"dead","Born between 12 & 16.11.2020. Dead. Broken skull (bite) since 18/02, still moving/alive the 20/02, but disappeared the 21/02 and never seen again, Reva seen alone."
646,"BDig20","Baby Digby 2020",NA,NA,"2020-11-17","2020-11-17","2020-11-17",3,"juvenile",NA,NA,NA,NA,"Digby",NA,NA,NA,NA
647,"Gha","Ghandaghanda",NA,"M","2020-11-17","2020-11-17","2020-11-17",3,"juvenile","AK","2020-11-17","2023-11-16","BirthGroup","Ghida",NA,NA,NA,NA
648,"Ouma","Ouma",NA,"F","2020-11-18","2020-11-18","2020-11-18",2.99,"juvenile","BD","2020-11-18","2021-12-08","BirthGroup","Oortjies",NA,NA,NA,"Born at 15:22 on Beach of BD on 18/11/2020. Birth witnessed and recorded by No."
649,"Heli","Helikopter",NA,"F","2020-11-19","2020-11-19","2020-11-19",2.99,"juvenile","BD","2020-11-19","2022-09-14","BirthGroup","Heerlik",NA,NA,"dissapeared","Born during the night of 18/11/20. Dissappeared on 14 or 15 sept (BD not followed on the 15th)."
650,"Nkun","Nkunzi",NA,"F","2020-11-19","2020-11-19","2020-11-19",2.99,"juvenile","AK","2020-11-19","2022-01-13","BirthGroup","Nkosikasi",NA,"No",NA,NA
651,"Roes","Roeslare",NA,"F","2020-11-19","2020-11-19","2020-11-19",2.99,"juvenile","NH","2020-11-19","2021-02-09","BirthGroup","Roma",NA,NA,"dead","Seen with massive injury, back almost fully open. Was being walked to sleeping site by Roc-Ram-utrecht. Not found the next day. Most likely dead."
652,"Dazz","Dazzle",NA,"F","2020-11-20","2020-11-20","2020-11-20",2.99,"juvenile","LT","2020-11-20","2023-11-16","BirthGroup","Daisy",NA,NA,NA,NA
653,"Eis","Eish",NA,"M","2020-11-21","2020-11-21","2020-11-21",2.98,"juvenile","BD","2020-11-21","2023-11-16","BirthGroup","Eina",NA,NA,NA,NA
654,"BRen20","Baby Renn 2020",NA,"M","2020-11-22","2020-11-23","2020-11-22",2.98,"juvenile","NH","2020-11-23","2020-12-29","BirthGroup","Rennes",NA,NA,"dead","Dead"
655,"Gri","Griffin",NA,"M","2020-11-23","2020-11-23","2020-11-23",2.98,"juvenile","NH","2020-11-23","2023-11-16","BirthGroup","Granada",NA,NA,NA,NA
656,"Xop","Xopo",NA,"M","2020-11-23","2020-11-23","2020-11-23",2.98,"juvenile","NH","2020-11-23","2023-11-16","BirthGroup","Xalapa",NA,NA,NA,"Born during the night "
657,"Moes","Moesa",NA,"F",NA,"2020-11-24","2020-11-24",NA,"juvenile","KB","2020-11-24","2023-11-16","BirthGroup","Mara",NA,NA,NA,"She was was sexed as a male and later realised that she was a female"
658,"Ree","Reenval",NA,"M","2020-11-24","2020-11-24","2020-11-24",2.98,"juvenile","BD","2020-11-24","2023-11-16","BirthGroup","Redelik",NA,NA,NA,"Until the 27/07/2021 the sex was wrong"
659,"Rivi","Rivier",NA,"F","2020-11-24","2020-11-24","2020-11-24",2.98,"juvenile","BD","2020-11-24","2023-11-16","BirthGroup","Rissiepit",NA,NA,NA,NA
660,"Span","Spanspek",NA,"F","2020-11-24","2020-11-24","2020-11-24",2.98,"juvenile","BD","2020-11-24","2021-05-18","BirthGroup","Pannekoekie",NA,NA,"dead","Last seen on the 18/05/2021. Presumed dead. "
661,"Syl","Sylinder",NA,"M","2020-11-24","2020-11-24","2020-11-24",2.98,"juvenile","BD","2020-11-24","2023-11-16","BirthGroup","Siele",NA,NA,NA,NA
662,"Mui","Muis",NA,"M","2020-11-25","2020-11-25","2020-11-25",2.97,"juvenile","BD","2020-11-25","2023-11-16","BirthGroup","Mielies",NA,NA,NA,NA
663,"Bang","Bangalore",NA,"F","2020-11-26","2020-11-26","2020-11-26",2.97,"juvenile","NH","2020-11-26","2021-02-20","BirthGroup","Bela-Bela",NA,NA,"dead","Found dying. Bela was injured as well. Bite injuries. Confirmed dead 2 days after."
664,"BGua20","Baby Guat 2020",NA,NA,"2020-12-02","2020-12-02","2020-12-02",2.95,"juvenile",NA,NA,NA,NA,"Guatemala",NA,NA,"dead","Found dead, carried by Guat."
665,"Deja","Deja",NA,"F",NA,"2020-12-07","2020-12-07",NA,"juvenile","LT","2020-12-07","2023-11-16","BirthGroup","Delilah",NA,NA,NA,NA
666,"Loki","Loki",NA,"F",NA,"2020-12-07","2020-12-07",NA,"juvenile","LT","2020-12-07","2023-11-16","BirthGroup","Louise",NA,NA,NA,"Baby born between the 4th and 7th of december"
667,"Delt","Delta",NA,"F",NA,"2020-12-11","2020-12-11",NA,"juvenile","LT","2020-12-11","2023-11-16","BirthGroup","Dewe",NA,NA,NA,NA
668,"Gub","Gubudu",NA,"M",NA,"2020-12-11","2019-11-16",NA,"sub-adult","AK","2020-12-11","2023-11-16","BirthGroup","Gubha",NA,NA,NA,NA
669,"Palm","Palmela",NA,"F",NA,"2020-12-17","2020-12-17",NA,"juvenile","NH","2020-12-17","2023-11-16","BirthGroup","Pretoria",NA,NA,NA,"born btw 15 and 17/12/2020"
670,"Lug","Lugano",NA,"M",NA,"2020-12-21","2017-02-18",NA,"adult","NH","2020-12-21","2021-02-18","BirthGroup","Lima",NA,NA,"dead","born between 19-21.12.20 . injured the 16th, found dead on the 18th."
671,"Naa","Naartjie",NA,"M",NA,"2020-12-21",NA,NA,NA,"BD","2020-12-21","2021-12-12","BirthGroup","Nooiens ",NA,"No",NA,"born between 19 and 21/12/2020 but First recorded and seen on 21 Dec 2020"
672,"Ndo","Ndondo",NA,"M",NA,"2021-01-04",NA,NA,NA,"AK","2021-01-04","2021-11-27","BirthGroup","Ndawonya",NA,NA,NA,NA
673,"Sio","Sion",NA,"M",NA,"2021-01-06","2017-01-06",NA,"adult","NH","2021-01-15","2021-12-22","MigrationGroup1",NA,NA,NA,"migrated","Called ""lip injury guy"", ""tooth guy"", ""jacaranda guy"" before being named. Most likely comes from jakaranda gp. Has been around for a few weeks. Got chased by a noha male on the 14th, but found sleeping with 2 noha males on the 15th of january, thus 15th taken as immigration date. Fully in since mid-january.  Dominant since march-april,lost dominance near end of may"
674,"Rim","Rimini",NA,"M",NA,"2021-01-11","2019-11-16",NA,"sub-adult","NH","2021-01-11","2023-11-16","BirthGroup","Rabat",NA,NA,NA,NA
675,"Udup","Udupi",NA,"F","2021-01-19","2021-01-19","2021-01-19",2.82,"juvenile","NH","2021-01-19","2023-11-16","BirthGroup","Uppsala",NA,NA,NA,"born between 19:10 on the 18th and 05:00 on the 19th"
677,"Dodg","DodgyKnee",NA,"F",NA,"2021-04-16","2021-04-16",NA,"juvenile","CR","2021-04-16","2022-01-03","BirthGroup",NA,NA,"No",NA,NA
678,"Tch","Tchakalaka",NA,"M",NA,"2021-05-11","2017-05-11",NA,"adult","IF","2023-05-03","2023-11-16","MigrationGroup3",NA,NA,"Yes",NA,"probably born in Iceland. "
678,"Tch","Tchakalaka",NA,"M",NA,"2021-05-11","2017-05-11",NA,"adult","NH","2022-06-02","2023-05-11","MigrationGroup2",NA,NA,"Yes",NA,"probably born in Iceland. "
678,"Tch","Tchakalaka",NA,"M",NA,"2021-05-11","2017-05-11",NA,"adult","AK","2021-05-11","2022-03-17","MigrationGroup1",NA,NA,"Yes",NA,"probably born in Iceland. "
679,"Buk","Bukubuku",NA,"M",NA,"2021-05-11","2017-05-11",NA,"adult","AK","2021-05-11","2023-11-16","MigrationGroup1",NA,NA,NA,NA,NA
680,"Cay","Cayman","Little Cameron","M",NA,"2021-05-19","2019-11-16",NA,"sub-adult","CR","2021-05-19","2023-11-16","BirthGroup",NA,NA,NA,NA,NA
681,"WavyEars","WavyEars",NA,"M",NA,"2021-05-21","2019-04-18",NA,"sub-adult","CR","2021-05-21","2023-04-18","BirthGroup",NA,NA,NA,NA,"Prior to his addition as individual and first ticked in log book on 21/05/2021 wavy ears will be present in remarks/other individuals, but at this time may have been confused with pointy ears another 3 year old Juv."
683,"Duc","Duckie",NA,"M",NA,"2021-05-27","2019-11-16",NA,"sub-adult","CR","2021-05-27","2023-11-16","BirthGroup",NA,NA,NA,NA,NA
684,"Oke","Okefenokee",NA,"M",NA,"2021-05-31","2017-05-31",NA,"adult","IF","2023-04-24","2023-11-16","MigrationGroup2",NA,NA,NA,NA,NA
684,"Oke","Okefenokee",NA,"M",NA,"2021-05-31","2017-05-31",NA,"adult","KB","2021-05-31","2023-01-28","MigrationGroup1",NA,NA,NA,NA,NA
685,"Tev","Tevere",NA,"M",NA,"2021-05-31","2017-05-31",NA,"adult","KB","2021-05-31","2023-11-16","MigrationGroup1",NA,NA,NA,NA,NA
686,"Zuni","Zuni","Fleshy","F",NA,"2021-06-01","2021-06-01",NA,"juvenile","CR","2021-06-01","2021-04-16","BirthGroup",NA,NA,NA,NA,"Prior to Fleshy was called ""Injured leg female"""
687,"Hole","Holey",NA,"F",NA,"2021-06-01","2021-06-01",NA,"juvenile","CR","2021-06-01","2023-11-16","BirthGroup",NA,NA,NA,NA,NA
688,"PointyEars","PointyEars",NA,"M",NA,"2021-06-01","2019-11-16",NA,"sub-adult","CR","2021-06-01","2023-11-16","BirthGroup",NA,NA,NA,NA,"Prior to his addition as individual and first ticked in log book on 01/06/2021 PointyEars will be present in remarks/other individuals, but at this time may have been confused with WavyEars another 3 year old Juv."
689,"Eto","Etosha",NA,"M",NA,"2021-06-02","2017-06-02",NA,"adult","KB","2021-06-02","2021-12-10","MigrationGroup1",NA,NA,NA,NA,"First recorded date in Jun 21"
690,"Apa","Apa",NA,"M",NA,"2021-06-04","2017-06-04",NA,"adult","LT","2022-09-22","2023-01-10","MigrationGroup3",NA,NA,NA,NA,"Moved from LT to BD for a couple of weeks. Moved back to LT after approx. 2 month stay in BD. "
690,"Apa","Apa",NA,"M",NA,"2021-06-04","2017-06-04",NA,"adult","BD","2022-07-27","2022-09-14","MigrationGroup2",NA,NA,NA,NA,"Moved from LT to BD for a couple of weeks. Moved back to LT after approx. 2 month stay in BD. "
690,"Apa","Apa",NA,"M",NA,"2021-06-04","2017-06-04",NA,"adult","LT","2021-06-04","2022-07-25","MigrationGroup1",NA,NA,NA,NA,"Moved from LT to BD for a couple of weeks. Moved back to LT after approx. 2 month stay in BD. "
691,"Mom","Momo",NA,"M",NA,"2021-06-04","2017-06-04",NA,"adult","LT","2021-06-04","2022-12-19","MigrationGroup1",NA,NA,NA,NA,NA
692,"BigEars","BigEars",NA,"M",NA,"2021-06-06","2019-11-16",NA,"sub-adult","CR","2021-06-06","2023-11-16","BirthGroup",NA,NA,NA,NA,NA
693,"Plainjane","PlainJane","Kap","M",NA,"2021-06-14","2019-02-28",NA,"sub-adult","BD","2023-03-01","2023-11-16","MigrationGroup1",NA,NA,NA,NA,NA
693,"Plainjane","PlainJane","Kap","M",NA,"2021-06-14","2019-02-28",NA,"sub-adult","CR","2021-06-14","2023-02-28","BirthGroup",NA,NA,NA,NA,NA
694,"BDia21","Baby Dian 2021",NA,NA,"2021-09-29","2021-09-29","2021-09-29",2.13,"juvenile",NA,NA,NA,NA,"Diana",NA,NA,"dead","born dead and she carried until the 01/1/2021. Born deformed the head was unusual and the forehead was big"
695,"BPre21","Baby Pret 2021",NA,NA,NA,"2021-10-05",NA,NA,NA,NA,NA,NA,NA,"Pretoria",NA,NA,"dead","found dead and last seen on the 2021/10/05"
696,"Nul","Nul",NA,"M","2021-10-06","2021-10-06","2021-10-06",2.11,"juvenile","BD","2021-10-06","2022-03-22","BirthGroup","Numbies",NA,"No",NA,NA
697,"BOul21","Baby Ouli 2021",NA,"M","2021-10-09","2021-10-09","2021-10-09",2.1,"juvenile","BD","2021-10-09","2021-10-09","BirthGroup","Oulik",NA,"No","dead","Born dead, was still pink"
698,"Amst","Amstel",NA,"F",NA,"2021-10-12","2021-10-12",NA,"juvenile","KB","2021-10-12","2023-11-16","BirthGroup","Aaragon",NA,NA,NA,"probably born on between the 7 to the 12 october 2021"
699,"Nuk","Nukke",NA,"M",NA,"2021-10-18","2019-11-16",NA,"sub-adult","BD","2021-10-18","2023-11-16","BirthGroup","Nurks",NA,"Yes",NA,"probably born 16 or 17 of October 2021 "
700,"Pie","Piesang",NA,"M",NA,"2021-10-18","2019-11-16",NA,"sub-adult","BD","2021-10-18","2023-11-16","BirthGroup","Pieperig",NA,"Yes",NA,"probably born 16 or 17 of October 2021 "
701,"BCam11","Baby Cam 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camilla",NA,"No",NA,"Born in 2011, so is this actually baby Jenny?"
702,"BDai19","Baby Daisy 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daisy",NA,"No","dead","Dead, no body found"
703,NA,"Bug Eyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2013"
704,"Col","Collin",NA,"M",NA,NA,NA,NA,NA,"LT",NA,"2023-11-16","BirthGroup","Camilla",NA,"No",NA,"Probably renamed as Impostor"
705,"Ferg","Fergie",NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-11-16","BirthGroup",NA,NA,"No",NA,NA
706,NA,"Gollum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2011"
707,NA,"Gosh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2014"
708,NA,"Heart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2014"
709,"Imp","Imposter","Lennon Imposter","M",NA,NA,"2013-05-22",NA,"adult","LT","2017-11-23","2018-02-07","MigrationGroup2",NA,NA,"No","dissapeared","Returned LT, dissappeared & then joined Split_2 LT"
709,"Imp","Imposter","Lennon Imposter","M",NA,NA,"2013-05-22",NA,"adult","LT",NA,"2017-05-22","BirthGroup",NA,NA,"No","dissapeared","Returned LT, dissappeared & then joined Split_2 LT"
709,"Imp","Imposter","Lennon Imposter","M",NA,NA,"2013-05-22",NA,"adult","LTsplit","2017-05-22","2023-11-16","GroupSplit",NA,NA,"No","dissapeared","Returned LT, dissappeared & then joined Split_2 LT"
710,"Jama","Jamaica",NA,"F",NA,NA,NA,NA,NA,"CR",NA,"2023-11-16","BirthGroup",NA,NA,"No",NA,"Only recorded once, date on logbook is incorrect (2005)"
711,"Kur","Kurt Cubain",NA,"M",NA,NA,NA,NA,NA,"RC",NA,"2010-12-11","MigrationGroup1",NA,NA,"No",NA,NA
712,NA,"Little Notch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2012"
713,"Mado","Madonna",NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-11-16","BirthGroup",NA,NA,"No",NA,NA
714,NA,"Nostrils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2012"
715,"Pit","Pitcairn",NA,"M",NA,NA,NA,NA,NA,"CR",NA,"2015-03-01","MigrationGroup1",NA,NA,"No","migrated","Disappeared, probably migrated, no data found in logbook to check dates"
716,"Red","Red Hot",NA,"M",NA,NA,NA,NA,NA,"RC",NA,"2023-11-16","MigrationGroup1",NA,NA,"No",NA,NA
717,NA,"SF2",NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-11-16","BirthGroup",NA,NA,"No",NA,NA
718,NA,"Small Eyes",NA,"M",NA,NA,NA,NA,NA,"CR",NA,"2023-11-16","MigrationGroup1",NA,NA,"No",NA,"Name conflict with SMA & Smachy"
719,"Tasmania","Tasmania",NA,"M",NA,NA,NA,NA,NA,"CR",NA,"2023-11-16","BirthGroup","Tonga",NA,"No",NA,"Born 2014"
720,"Wier","Wierdo",NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-11-16","BirthGroup",NA,NA,"No",NA,NA
722,"Ndl","Ndlovu",NA,"M","2021-11-02","2021-11-02","2021-11-02",2.04,"juvenile","AK","2021-11-02","2023-11-16","BirthGroup","Ndonsa",NA,"Yes",NA,NA
723,"Nko","Nkomo",NA,"M","2021-11-04","2021-11-04","2021-11-04",2.03,"juvenile","AK","2021-11-04","2023-11-16","BirthGroup","Nkosikasi",NA,"Yes",NA,NA
724,"Gom","Gomonqo",NA,"M","2021-11-03","2021-11-03","2021-11-03",2.03,"juvenile","AK","2021-11-03","2023-11-16","BirthGroup","Ginqika",NA,"Yes",NA,NA
725,"Gobe","Gobela",NA,"F","2021-11-12","2021-11-12","2021-11-12",2.01,"juvenile","AK","2021-11-12","2023-11-16","BirthGroup","Goduka",NA,"Yes",NA,NA
726,"Nyal","Nyala",NA,"F","2021-11-05","2021-11-05","2021-11-05",2.03,"juvenile","AK","2021-11-05","2021-12-06","BirthGroup","Nyanga",NA,"No",NA,NA
727,"BNda21","Baby Ndaw 2021",NA,NA,"2021-11-18","2021-11-18","2021-11-18",1.99,"juvenile",NA,NA,NA,NA,"Ndawonya",NA,"No","dead","Presume dead, the baby was seen for two days alive"
728,"Ask","Askies",NA,"M","2021-10-27","2021-10-27","2021-10-27",2.05,"juvenile","BD","2021-10-27","2023-11-16","BirthGroup","Asis",NA,"Yes",NA,NA
729,"Padk","Padkos",NA,"F","2021-10-27","2021-10-27","2021-10-27",2.05,"juvenile","BD","2021-10-27","2022-05-06","BirthGroup","Potjie",NA,"No",NA,NA
730,"Eie","Eier",NA,"M","2021-11-02","2021-11-02","2021-11-02",2.04,"juvenile","BD","2021-11-02","2022-02-16","BirthGroup","Eina",NA,"No",NA,NA
731,"Haai","Haaigranaat",NA,"F","2021-11-04","2021-11-04","2021-11-04",2.03,"juvenile","BD","2021-11-04","2023-11-16","BirthGroup","Hondjie",NA,"Yes",NA,NA
732,"Hem","Hemel",NA,"M","2021-11-04","2021-11-04","2021-11-04",2.03,"juvenile","BD","2021-11-04","2023-11-16","BirthGroup","Heerlik",NA,"Yes",NA,NA
733,"Ome","Omelet",NA,"M","2021-11-04","2021-11-04","2021-11-04",2.03,"juvenile","BD","2021-11-04","2023-11-16","BirthGroup","Oortjies",NA,"Yes",NA,NA
734,"Pur","Purper",NA,"M","2021-11-05","2021-11-05","2021-11-05",2.03,"juvenile","BD","2021-11-05","2022-02-16","BirthGroup","Puolka",NA,"No",NA,NA
735,"Noo","Nooit",NA,"M","2021-11-09","2021-11-09","2021-11-09",2.02,"juvenile","BD","2021-11-09","2022-02-16","BirthGroup","Nooiens ",NA,"No",NA,NA
736,"Sla","Slang",NA,"M","2021-11-09","2021-11-09","2021-11-09",2.02,"juvenile","BD","2021-11-09","2022-04-27","BirthGroup","Siele",NA,"No",NA,NA
737,"Reno","Renoster",NA,"F",NA,"2021-11-15","2021-11-15",NA,"juvenile","BD","2021-11-15","2022-11-25","BirthGroup","Redelik",NA,"No",NA,"Probably born between 13-15 November 2021"
738,"Rimp","Rimpel",NA,"F","2021-11-18","2021-11-18","2021-11-18",1.99,"juvenile","BD","2021-11-18","2023-11-16","BirthGroup","Rissiepit",NA,"Yes",NA,NA
739,"Samp","Sampion",NA,"F",NA,"2021-11-22","2021-11-22",NA,"juvenile","BD","2021-11-22","2022-03-19","BirthGroup","Sari",NA,"No",NA,"Probaby born between 20-22 November 2021"
740,"Sitr","Sitrus",NA,"F","2021-11-18","2021-11-18","2021-11-18",1.99,"juvenile","BD","2021-11-18","2023-11-16","BirthGroup","Sirkus",NA,"Yes",NA,NA
