"NPACID","BatchID","BatchPosition","MSType","Name","Type","Std..Conc","Pred.RT","RT","Height","Area","IS.Height","IS.Area","Response","Primary.Flags","Conc_NonProcessed","Conc_Processed","X.Dev","X.Rec","Hormone","ProcessType","SN","NA_Replace","Peak_Editing","QuantificationCategory"
187,5,20,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_187","",NA,5.78,5.8,120048,7628,3081597,148373,0.05141,"bb",0.409,0.409,NA,NA,"A4","Low",7.73724557229712,NA,"None","D"
192,5,21,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_192","",NA,5.78,5.8,151611,8324,2756638,128813,0.06462,"bb",0.516,0.516,NA,NA,"A4","Low",6.7154888319297,NA,"None","D"
173,5,22,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_173","",NA,5.78,5.8,126980,5866,5218255,247515,0.0237,"bb",0.183,0.183,NA,NA,"A4","Low",28.1812407368198,NA,"None","Q"
178,5,23,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_178","",NA,5.78,5.84,385657,21227,4465738,222704,0.09532,"bb",0.766,0.766,NA,NA,"A4","Low",5.34663397235845,NA,"None","D"
183,5,25,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_183","",NA,5.78,5.84,377817,19871,4994688,241366,0.08233,"bb",0.66,0.66,NA,NA,"A4","Low",13.9028831562974,NA,"None","Q"
188,5,26,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_188","",NA,5.78,5.84,160562,10527,2697058,129009,0.0816,"bb",0.654,0.654,NA,NA,"A4","Low",7.09236709236709,NA,"None","D"
193,5,27,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_193","",NA,5.78,5.8,112808,3507,2743158,131185,0.02673,"bd",0.208,0.208,NA,NA,"A4","Low",7.14495736548074,NA,"None","D"
174,5,28,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_174","",NA,5.78,5.8,354023,16485,3374359,160312,0.10283,"bb",0.827,0.827,NA,NA,"A4","Low",NA,NA,"None","Q"
179,5,29,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_179","",NA,5.78,5.8,604865,29080,4912254,233431,0.12458,"bb",1.004,1.004,NA,NA,"A4","Low",27.177472167649,NA,"None","Q"
184,5,30,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_184","",NA,5.78,5.8,600331,28344,5327171,245773,0.11533,"bb",0.929,0.929,NA,NA,"A4","Low",NA,NA,"None","Q"
189,5,31,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_189","",NA,5.78,5.8,443984,21030,2871977,139752,0.15048,"bb",1.215,1.215,NA,NA,"A4","Low",36.8591124515295,NA,"None","Q"
194,5,32,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_194","",NA,5.78,5.8,282157,12924,1434134,69026,0.18723,"bb",1.514,1.514,NA,NA,"A4","Low",NA,NA,"None","Q"
175,5,33,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_175","",NA,5.78,5.8,176306,8364,4369744,204610,0.04088,"bb",0.323,0.323,NA,NA,"A4","Low",NA,NA,"None","Q"
180,5,34,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_180","",NA,5.78,5.79,244657,14552,4453770,215324,0.06758,"bb",0.54,0.54,NA,NA,"A4","Low",3.86795674445077,NA,"None","D"
185,5,35,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_185","",NA,5.78,5.8,218375,12222,4819553,233936,0.05224,"bb",0.415,0.415,NA,NA,"A4","Low",6.09708737864078,NA,"None","D"
190,5,36,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_190","",NA,5.78,5.8,287804,13287,2675685,125071,0.10623,"bb",0.855,0.855,NA,NA,"A4","Low",4.45610687022901,NA,"None","D"
195,5,37,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_195","",NA,5.78,5.8,393873,19462,1997984,97559,0.19949,"bb",1.614,1.614,NA,NA,"A4","Low",5.82758620689655,NA,"None","D"
171,5,12,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_171","",NA,5.77,5.79,954485,46765,394259,20413,2.29095,"bb",47.107,47.107,NA,NA,"DHEA","Low",NA,NA,"None","Q"
172,5,17,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_172","",NA,5.77,5.8,6550,445,361967,17705,0.02512,"db",0.236,0.236,NA,NA,"DHEA","Low",NA,NA,"None","Q"
177,5,18,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_177","",NA,5.77,5.79,902619,42340,454315,22278,1.90054,"bb",38.585,38.585,NA,NA,"DHEA","Low",NA,NA,"None","Q"
182,5,19,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_182","",NA,5.77,5.79,916111,40043,538608,24462,1.63691,"bb",32.945,32.945,NA,NA,"DHEA","Low",NA,NA,"None","Q"
187,5,20,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_187","",NA,5.77,5.8,989693,47095,365017,16165,2.91332,"bb",61.149,61.149,NA,NA,"DHEA","Low",NA,NA,"None","Q"
192,5,21,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_192","",NA,5.77,5.79,945117,43129,321207,13774,3.13114,"bb",66.207,66.207,NA,NA,"DHEA","Low",NA,NA,"None","Q"
173,5,22,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_173","",NA,5.77,5.79,15589,824,557606,24914,0.03308,"bb",0.391,0.391,NA,NA,"DHEA","Low",3.5568065506653,NA,"None","D"
178,5,23,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_178","",NA,5.77,5.79,676172,32443,524849,23941,1.35516,"bb",27.015,27.015,NA,NA,"DHEA","Low",NA,NA,"None","Q"
183,5,25,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_183","",NA,5.77,5.79,778591,36952,585520,26591,1.38966,"bb",27.735,27.735,NA,NA,"DHEA","Low",NA,NA,"None","Q"
188,5,26,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_188","",NA,5.77,5.79,521956,24476,273533,13310,1.83896,"db",37.259,37.259,NA,NA,"DHEA","Low",NA,NA,"None","Q"
193,5,27,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_193","",NA,5.77,5.79,590443,27846,300816,14137,1.9697,"bb",40.079,40.079,NA,NA,"DHEA","Low",NA,NA,"None","Q"
174,5,28,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_174","",NA,5.77,5.81,36879,2216,365798,17183,0.12898,"bb",2.26,2.26,NA,NA,"DHEA","Low",7.29093464511595,NA,"None","D"
175,5,33,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_175","",NA,5.77,5.81,28503,1541,488528,22586,0.06825,"bb",1.075,1.075,NA,NA,"DHEA","Low",4.96563825120632,NA,"None","D"
171,5,12,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_171","",NA,3.56,3.57,8410260,320167,653561,25310,12.64982,"bb",61.758,61.758,NA,NA,"Cort","Low",NA,NA,"None","Q"
181,5,14,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_181","",NA,3.56,3.57,7828373,303041,686174,26900,11.2655,"bb",54.829,54.829,NA,NA,"Cort","Low",NA,NA,"None","Q"
191,5,16,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_191","",NA,3.56,3.57,7690987,297249,483831,19976,14.88023,"bb",73.016,73.016,NA,NA,"Cort","Low",NA,NA,"None","Q"
172,5,17,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_172","",NA,3.56,3.57,1442259,56028,808961,32106,1.74506,"bd",8.31,8.31,NA,NA,"Cort","Low",NA,NA,"None","Q"
177,5,18,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_177","",NA,3.56,3.57,2755958,108908,664293,25826,4.21703,"bb",20.205,20.205,NA,NA,"Cort","Low",NA,NA,"None","Q"
182,5,19,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_182","",NA,3.56,3.57,1190988,48364,645728,24385,1.98334,"bb",9.451,9.451,NA,NA,"Cort","Low",NA,NA,"None","Q"
187,5,20,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_187","",NA,3.56,3.57,2790697,108403,587574,29759,3.64265,"bb",17.43,17.43,NA,NA,"Cort","Low",NA,NA,"None","Q"
192,5,21,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_192","",NA,3.56,3.57,1127989,43889,547684,15797,2.77826,"bb",13.266,13.266,NA,NA,"Cort","Low",NA,NA,"None","Q"
173,5,22,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_173","",NA,3.56,3.57,2110816,80153,824409,31986,2.5059,"bb",11.958,11.958,NA,NA,"Cort","Low",NA,NA,"None","Q"
178,5,23,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_178","",NA,3.56,3.57,3839804,153261,728438,27521,5.56888,"bb",26.763,26.763,NA,NA,"Cort","Low",NA,NA,"None","Q"
183,5,25,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_183","",NA,3.56,3.57,3313927,131132,807030,30679,4.2743,"bb",20.482,20.482,NA,NA,"Cort","Low",NA,NA,"None","Q"
188,5,26,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_188","",NA,3.56,3.57,2769789,107798,499353,21398,5.03778,"bb",24.182,24.182,NA,NA,"Cort","Low",NA,NA,"None","Q"
193,5,27,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_193","",NA,3.56,3.57,2604832,100634,572788,24848,4.05004,"bb",19.397,19.397,NA,NA,"Cort","Low",NA,NA,"None","Q"
174,5,28,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_174","",NA,3.56,3.57,12249954,490017,740221,29181,16.79235,"bb",82.761,82.761,NA,NA,"Cort","Low",NA,NA,"None","Q"
175,5,33,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_175","",NA,3.56,3.57,12487504,510254,702658,28122,18.14457,"bb",89.707,89.707,NA,NA,"Cort","Low",NA,NA,"None","Q"
171,5,12,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_171","",NA,3.62,3.64,15023999,590626,653561,25310,23.33567,"bb",78.579,78.579,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
181,5,14,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_181","",NA,3.62,3.64,14950045,588126,686174,26900,21.86349,"bb",73.674,73.674,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
191,5,16,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_191","",NA,3.62,3.64,13566218,520166,483831,19976,26.03939,"bb",87.568,87.568,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
172,5,17,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_172","",NA,3.62,3.64,7894039,311777,808961,32106,9.71074,"bb",32.92,32.92,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
177,5,18,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_177","",NA,3.62,3.64,8807363,352816,664293,25826,13.66144,"bb",46.222,46.222,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
182,5,19,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_182","",NA,3.62,3.64,6436578,255575,645728,24385,10.48076,"bb",35.517,35.517,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
187,5,20,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_187","",NA,3.62,3.64,9048091,350290,587574,29759,11.77069,"bb",39.862,39.862,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
192,5,21,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_192","",NA,3.62,3.64,5827868,221667,547684,15797,14.03201,"bb",47.467,47.467,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
173,5,22,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_173","",NA,3.62,3.64,5957561,234349,824409,31986,7.32669,"bb",24.868,24.868,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
178,5,23,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_178","",NA,3.62,3.64,9114667,358670,728438,27521,13.03258,"bb",44.108,44.108,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
183,5,25,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_183","",NA,3.62,3.64,8916605,356968,807030,30679,11.63548,"bb",39.407,39.407,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
188,5,26,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_188","",NA,3.62,3.64,6293373,248101,499353,21398,11.59462,"bb",39.269,39.269,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
193,5,27,"Analyte","230130_Steroids_RBshary_PVuilloud_monkey_urine_193","",NA,3.62,3.64,6853939,266967,572788,24848,10.74417,"bb",36.405,36.405,NA,NA,"Cortisone","Low",NA,NA,"None","Q"
26,1,13,"Analyte","221012_Steroids_RBshary_PVuilloud_26","",NA,5.98,5.97,3338536,235464,427130,22675,10.3845,"bb",323.99393,232.72573,NA,NA,"DHEA","High",NA,NA,"None","Q"
1,1,15,"Analyte","221012_Steroids_RBshary_PVuilloud_1","",NA,5.98,5.97,2002652,100973,432319,22187,4.55106,"bb",104.28979,101.72911,NA,NA,"DHEA","High",NA,NA,"None","Q"
2,1,16,"Analyte","221012_Steroids_RBshary_PVuilloud_2","",NA,5.98,5.98,10306702,724929,383804,19442,37.28591,"bb",NA,836.82735,NA,NA,"DHEA","High",NA,NA,"None","Q"
50,1,22,"Analyte","221012_Steroids_RBshary_PVuilloud_50","",NA,5.98,6,1934152,122612,377756,18785,6.52704,"bb",160.56269,146.10208,NA,NA,"DHEA","High",NA,NA,"None","Q"
30,1,24,"Analyte","221012_Steroids_RBshary_PVuilloud_30","",NA,5.98,5.97,5017341,308779,454096,23461,13.16125,"bb",NA,295.08077,NA,NA,"DHEA","High",NA,NA,"None","Q"
31,1,25,"Analyte","221012_Steroids_RBshary_PVuilloud_31","",NA,5.98,5.97,2663038,173471,345974,18175,9.54429,"bb",276.115,213.85788,NA,NA,"DHEA","High",NA,NA,"None","Q"
39,1,26,"Analyte","221012_Steroids_RBshary_PVuilloud_39","",NA,5.98,5.98,1502768,100922,415589,21414,4.71293,"bb",108.56769,105.36407,NA,NA,"DHEA","High",NA,NA,"None","Q"
43,1,27,"Analyte","221012_Steroids_RBshary_PVuilloud_43","",NA,5.98,6.01,1946146,121522,440476,22879,5.31143,"bb",124.84843,118.80414,NA,NA,"DHEA","High",NA,NA,"None","Q"
45,1,30,"Analyte","221012_Steroids_RBshary_PVuilloud_45","",NA,5.98,6,3024900,184683,345778,19182,9.6281,"bb",280.33979,215.73976,NA,NA,"DHEA","High",NA,NA,"None","Q"
6,1,31,"Analyte","221012_Steroids_RBshary_PVuilloud_6","",NA,5.98,5.97,11939696,809445,264595,14876,54.41298,"bb",NA,1221.4353,NA,NA,"DHEA","High",NA,NA,"None","Q"
7,1,32,"Analyte","221012_Steroids_RBshary_PVuilloud_7","",NA,5.98,6,7509564,465949,268079,13806,33.75079,"bb",NA,757.44236,NA,NA,"DHEA","High",NA,NA,"None","Q"
15,1,33,"Analyte","221012_Steroids_RBshary_PVuilloud_15","",NA,5.98,6.02,4430610,304401,362626,17993,16.91817,"bb",NA,379.44664,NA,NA,"DHEA","High",NA,NA,"None","Q"
19,1,34,"Analyte","221012_Steroids_RBshary_PVuilloud_19","",NA,5.98,6.01,4979223,323908,313321,16676,19.42314,"bb",NA,435.69857,NA,NA,"DHEA","High",NA,NA,"None","Q"
20,1,35,"Analyte","221012_Steroids_RBshary_PVuilloud_20","",NA,5.98,5.98,2335072,134729,338224,18118,7.43619,"bb",190.26384,166.51793,NA,NA,"DHEA","High",NA,NA,"None","Q"
21,1,36,"Analyte","221012_Steroids_RBshary_PVuilloud_21","",NA,5.98,6,10079620,620215,319634,16382,37.85983,"bb",NA,849.71555,NA,NA,"DHEA","High",NA,NA,"None","Q"
54,1,43,"Analyte","221012_Steroids_RBshary_PVuilloud_54","",NA,5.98,6.01,950486,65055,194060,9548,6.81311,"bb",169.58888,152.52603,NA,NA,"DHEA","High",NA,NA,"None","Q"
55,1,44,"Analyte","221012_Steroids_RBshary_PVuilloud_55","",NA,5.98,6,1221618,80801,244448,14087,5.73595,"bb",136.88197,128.33717,NA,NA,"DHEA","High",NA,NA,"None","Q"
69,1,49,"Analyte","221012_Steroids_RBshary_PVuilloud_69","",NA,5.98,5.99,1361173,90813,260966,13177,6.89196,"bb",172.12543,154.29679,NA,NA,"DHEA","High",NA,NA,"None","Q"
28,1,50,"Analyte","221012_Steroids_RBshary_PVuilloud_28","",NA,5.98,5.98,2077363,105080,379743,21143,4.96996,"bb",115.46734,111.13602,NA,NA,"DHEA","High",NA,NA,"None","Q"
34,1,54,"Analyte","221012_Steroids_RBshary_PVuilloud_34","",NA,5.98,5.98,2034824,109770,316328,19078,5.75374,"bb",137.396,128.7368,NA,NA,"DHEA","High",NA,NA,"None","Q"
48,1,65,"Analyte","221012_Steroids_RBshary_PVuilloud_48","",NA,5.98,6.02,2953780,189826,359947,18604,10.2036,"bb",312.43177,228.66343,NA,NA,"DHEA","High",NA,NA,"None","Q"
4,1,66,"Analyte","221012_Steroids_RBshary_PVuilloud_4","",NA,5.98,5.98,4005378,235846,236088,12925,18.24771,"bb",NA,409.30303,NA,NA,"DHEA","High",NA,NA,"None","Q"
8,1,68,"Analyte","221012_Steroids_RBshary_PVuilloud_8","",NA,5.98,5.99,2026743,108904,393471,20140,5.4073,"bb",127.52876,120.95701,NA,NA,"DHEA","High",NA,NA,"None","Q"
10,1,70,"Analyte","221012_Steroids_RBshary_PVuilloud_10","",NA,5.98,5.99,5328940,278010,302802,16356,16.99699,"bb",NA,381.21661,NA,NA,"DHEA","High",NA,NA,"None","Q"
11,1,71,"Analyte","221012_Steroids_RBshary_PVuilloud_11","",NA,5.98,5.99,2550324,137210,315364,16574,8.27869,"bb",220.96162,185.43732,NA,NA,"DHEA","High",NA,NA,"None","Q"
12,1,72,"Analyte","221012_Steroids_RBshary_PVuilloud_12","",NA,5.98,5.99,4526315,235537,279043,14973,15.73075,"bb",NA,352.78189,NA,NA,"DHEA","High",NA,NA,"None","Q"
13,1,73,"Analyte","221012_Steroids_RBshary_PVuilloud_13","",NA,5.98,6,1958695,105678,336972,16533,6.39193,"bb",156.39067,143.06805,NA,NA,"DHEA","High",NA,NA,"None","Q"
18,1,77,"Analyte","221012_Steroids_RBshary_PVuilloud_18","",NA,5.98,6.01,3872108,206146,418483,20611,10.00194,"bb",300.48352,224.13497,NA,NA,"DHEA","High",NA,NA,"None","Q"
23,1,80,"Analyte","221012_Steroids_RBshary_PVuilloud_23","",NA,5.98,5.99,1899415,101157,323401,17056,5.93098,"bb",142.55991,132.71694,NA,NA,"DHEA","High",NA,NA,"None","Q"
24,1,81,"Analyte","221012_Steroids_RBshary_PVuilloud_24","",NA,5.98,6,8994588,560264,271658,14521,38.58362,"bb",NA,865.96896,NA,NA,"DHEA","High",NA,NA,"None","Q"
58,1,102,"Analyte","221012_Steroids_RBshary_PVuilloud_58","",NA,5.98,6,1301456,70933,283278,14703,4.82427,"bb",111.54023,107.86451,NA,NA,"DHEA","High",NA,NA,"None","Q"
72,1,112,"Analyte","221012_Steroids_RBshary_PVuilloud_72","",NA,5.98,6.02,1290130,79530,256249,12639,6.29221,"bb",153.34683,140.82864,NA,NA,"DHEA","High",NA,NA,"None","Q"
26,1,13,"Analyte","221012_Steroids_RBshary_PVuilloud_26","",NA,3.72,3.7,16108630,716855,452684,18601,38.53816,"bb",197.199,178.63256,NA,NA,"Cort","High",NA,NA,"None","Q"
2,1,16,"Analyte","221012_Steroids_RBshary_PVuilloud_2","",NA,3.72,3.71,50098404,2169720,378555,15837,137.00517,"bb",NA,685.01022,NA,NA,"Cort","High",NA,NA,"None","Q"
3,1,17,"Analyte","221012_Steroids_RBshary_PVuilloud_3","",NA,3.72,3.71,12797043,538609,529458,22385,24.06086,"bb",114.21628,110.44184,NA,NA,"Cort","High",NA,NA,"None","Q"
50,1,22,"Analyte","221012_Steroids_RBshary_PVuilloud_50","",NA,3.72,3.71,29330248,1268819,373889,15876,79.92093,"bb",NA,381.60805,NA,NA,"Cort","High",NA,NA,"None","Q"
30,1,24,"Analyte","221012_Steroids_RBshary_PVuilloud_30","",NA,3.72,3.71,16153019,699418,411037,17324,40.37388,"bb",208.88611,187.37762,NA,NA,"Cort","High",NA,NA,"None","Q"
31,1,25,"Analyte","221012_Steroids_RBshary_PVuilloud_31","",NA,3.72,3.71,15025160,654396,398113,15931,41.07704,"bb",213.44943,190.73332,NA,NA,"Cort","High",NA,NA,"None","Q"
39,1,26,"Analyte","221012_Steroids_RBshary_PVuilloud_39","",NA,3.72,3.71,11725732,510267,497049,21070,24.21735,"bb",115.04185,111.17172,NA,NA,"Cort","High",NA,NA,"None","Q"
43,1,27,"Analyte","221012_Steroids_RBshary_PVuilloud_43","",NA,3.72,3.72,12444342,526579,467709,18344,28.70583,"bb",139.31139,132.17272,NA,NA,"Cort","High",NA,NA,"None","Q"
45,1,30,"Analyte","221012_Steroids_RBshary_PVuilloud_45","",NA,3.72,3.73,24416866,1057451,419235,17632,59.97245,"bb",363.86576,282.19515,NA,NA,"Cort","High",NA,NA,"None","Q"
6,1,31,"Analyte","221012_Steroids_RBshary_PVuilloud_6","",NA,3.72,3.71,43996328,1932532,356735,14930,129.44077,"bb",NA,642.99176,NA,NA,"Cort","High",NA,NA,"None","Q"
7,1,32,"Analyte","221012_Steroids_RBshary_PVuilloud_7","",NA,3.72,3.72,37726828,1606493,285121,9923,161.89398,"bb",NA,827.81701,NA,NA,"Cort","High",NA,NA,"None","Q"
15,1,33,"Analyte","221012_Steroids_RBshary_PVuilloud_15","",NA,3.72,3.72,33575144,1502310,351633,13342,112.59685,"bb",NA,551.53469,NA,NA,"Cort","High",NA,NA,"None","Q"
19,1,34,"Analyte","221012_Steroids_RBshary_PVuilloud_19","",NA,3.72,3.72,34649520,1513719,359102,13457,112.48943,"bb",NA,550.96034,NA,NA,"Cort","High",NA,NA,"None","Q"
20,1,35,"Analyte","221012_Steroids_RBshary_PVuilloud_20","",NA,3.72,3.72,22901230,1013071,385319,16467,61.52072,"bb",380.16357,289.80278,NA,NA,"Cort","High",NA,NA,"None","Q"
21,1,36,"Analyte","221012_Steroids_RBshary_PVuilloud_21","",NA,3.72,3.73,69933136,3125094,311994,11389,274.40623,"bb",NA,1599.06887,NA,NA,"Cort","High",NA,NA,"None","Q"
78,1,37,"Analyte","221012_Steroids_RBshary_PVuilloud_78","",NA,3.72,3.73,8078099,359482,386619,16441,21.86479,"bb",102.76691,100.21531,NA,NA,"Cort","High",NA,NA,"None","Q"
79,1,38,"Analyte","221012_Steroids_RBshary_PVuilloud_79","",NA,3.72,3.72,9070952,393808,388433,16834,23.39342,"bb",110.70983,107.33051,NA,NA,"Cort","High",NA,NA,"None","Q"
93,1,42,"Analyte","221012_Steroids_RBshary_PVuilloud_93","",NA,3.72,3.73,9143168,398954,367791,15684,25.43765,"bb",121.52554,116.86864,NA,NA,"Cort","High",NA,NA,"None","Q"
54,1,43,"Analyte","221012_Steroids_RBshary_PVuilloud_54","",NA,3.72,3.73,22114314,952450,314776,13202,72.14391,"bb",560.68983,342.4862,NA,NA,"Cort","High",NA,NA,"None","Q"
55,1,44,"Analyte","221012_Steroids_RBshary_PVuilloud_55","",NA,3.72,3.73,27006722,1167656,317693,14245,81.96719,"bb",NA,391.9819,NA,NA,"Cort","High",NA,NA,"None","Q"
63,1,46,"Analyte","221012_Steroids_RBshary_PVuilloud_63","",NA,3.72,3.73,19182528,838496,345048,15371,54.55106,"bb",313.32841,255.69442,NA,NA,"Cort","High",NA,NA,"None","Q"
67,1,47,"Analyte","221012_Steroids_RBshary_PVuilloud_67","",NA,3.72,3.73,21253100,904915,393221,21761,41.58471,"bb",216.77543,193.15821,NA,NA,"Cort","High",NA,NA,"None","Q"
68,1,48,"Analyte","221012_Steroids_RBshary_PVuilloud_68","",NA,3.72,3.72,15544122,671982,393682,17928,37.48123,"bb",190.61089,173.60779,NA,NA,"Cort","High",NA,NA,"None","Q"
69,1,49,"Analyte","221012_Steroids_RBshary_PVuilloud_69","",NA,3.72,3.72,33723864,1471316,318108,13402,109.77944,"bb",NA,536.507,NA,NA,"Cort","High",NA,NA,"None","Q"
28,1,50,"Analyte","221012_Steroids_RBshary_PVuilloud_28","",NA,3.72,3.72,11672660,496777,465999,19202,25.87128,"bb",123.8495,118.89532,NA,NA,"Cort","High",NA,NA,"None","Q"
34,1,54,"Analyte","221012_Steroids_RBshary_PVuilloud_34","",NA,3.72,3.72,11264726,459512,398590,16424,27.97742,"bb",135.292,128.75587,NA,NA,"Cort","High",NA,NA,"None","Q"
35,1,55,"Analyte","221012_Steroids_RBshary_PVuilloud_35","",NA,3.72,3.72,11894693,526702,457600,18708,28.15376,"bb",136.26207,129.58275,NA,NA,"Cort","High",NA,NA,"None","Q"
36,1,56,"Analyte","221012_Steroids_RBshary_PVuilloud_36","",NA,3.72,3.73,13233903,562962,412786,18059,31.17278,"bb",153.17544,143.77021,NA,NA,"Cort","High",NA,NA,"None","Q"
48,1,65,"Analyte","221012_Steroids_RBshary_PVuilloud_48","",NA,3.72,3.73,25559912,1117111,382160,16287,68.5871,"bb",474.87721,324.75146,NA,NA,"Cort","High",NA,NA,"None","Q"
4,1,66,"Analyte","221012_Steroids_RBshary_PVuilloud_4","",NA,3.72,3.72,25484704,1100628,349731,16738,65.75481,"bb",431.43113,310.69847,NA,NA,"Cort","High",NA,NA,"None","Q"
5,1,67,"Analyte","221012_Steroids_RBshary_PVuilloud_5","",NA,3.72,3.72,20500060,876131,388804,15777,55.53211,"bb",321.85998,260.4742,NA,NA,"Cort","High",NA,NA,"None","Q"
8,1,68,"Analyte","221012_Steroids_RBshary_PVuilloud_8","",NA,3.72,3.72,15980923,697328,463680,19522,35.72058,"bb",179.85001,165.25393,NA,NA,"Cort","High",NA,NA,"None","Q"
10,1,70,"Analyte","221012_Steroids_RBshary_PVuilloud_10","",NA,3.72,3.73,32080934,1294518,344731,14838,87.24175,"bb",NA,418.88007,NA,NA,"Cort","High",NA,NA,"None","Q"
11,1,71,"Analyte","221012_Steroids_RBshary_PVuilloud_11","",NA,3.72,3.73,37042136,1612722,407301,16464,97.95551,"bb",NA,474.2375,NA,NA,"Cort","High",NA,NA,"None","Q"
12,1,72,"Analyte","221012_Steroids_RBshary_PVuilloud_12","",NA,3.72,3.72,36383896,1487989,347592,14636,101.66317,"bb",NA,493.62744,NA,NA,"Cort","High",NA,NA,"None","Q"
18,1,77,"Analyte","221012_Steroids_RBshary_PVuilloud_18","",NA,3.72,3.74,18088562,781095,458261,20198,38.67208,"bb",198.04092,179.26976,NA,NA,"Cort","High",NA,NA,"None","Q"
24,1,81,"Analyte","221012_Steroids_RBshary_PVuilloud_24","",NA,3.72,3.73,66676492,2949025,292154,9748,302.52027,"bb",NA,1845.08919,NA,NA,"Cort","High",NA,NA,"None","Q"
96,1,97,"Analyte","221012_Steroids_RBshary_PVuilloud_96","",NA,3.72,3.73,11212625,474453,393044,16752,28.3218,"bb",137.18823,130.37088,NA,NA,"Cort","High",NA,NA,"None","Q"
52,1,98,"Analyte","221012_Steroids_RBshary_PVuilloud_52","",NA,3.72,3.73,9596282,413396,265106,11249,36.7489,"bb",186.10335,170.13058,NA,NA,"Cort","High",NA,NA,"None","Q"
