"","AnimalID","Date","Time","Treatment","Gr","Nurse","IGE","TotalVol","Tubes","DataSource","SampleID","BoxID","BoxPosition","low.volume","notes"
"645","Hwa","23/11/2016","16:37:00","control","No","No","No",NA,1,"FieldSeason2016-18.csv","32",9,12,"yes",""
"646","Hlo","10/11/2017","08:45:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","236",9,13,"yes",""
"647","Hlo","06/11/2017","10:22:00","grooming","Yes","No","No","0.9",1,"FieldSeason2016-18.csv","224",9,14,"yes",""
"648","Siel","18/10/2016","05:39:00","control","No","No","No","Feb-65",1,"FieldSeason2016-18.csv","19",9,15,"yes",""
"649","Neu","13/11/2017","08:38:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","243",9,16,"yes",""
"650","Miel","20/09/2017","12:09:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","174",9,17,"yes",""
"651","Pret","03/12/2016","10:54:00","grooming","Yes","No","No","0.1",1,"FieldSeason2016-18.csv","51",9,18,"yes",""
"652","Enge","28/11/2016","13:30:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","41",9,19,"yes",""
"653","Miel","05/12/2017","05:52:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","288",9,20,"yes",""
"654","LBlind","24/08/2017","06:22:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","137",9,21,"yes",""
"655","Numb","29/08/2017","06:29:00","control","No","No","No","3",2,"FieldSeason2016-18.csv","141",9,22,"yes",""
"656","Miel","15/09/2017","12:28:00","control","No","No","No","1",1,"FieldSeason2016-18.csv","164",9,23,"yes",""
"657","Riss","15/06/2017","13:37:00","control","No","No","No","0.2",1,"FieldSeason2016-18.csv","89",9,24,"yes",""
"658","Pal","06/11/2017","08:31:00","control","No","No","No","0.9",1,"FieldSeason2016-18.csv","222",9,25,"yes",""
"659","Numb","07/12/2017","08:30:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","303",9,26,"yes",""
"660","Hwa","29/07/2017","07:59:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","98",9,27,"yes",""
"661","Bin","03/11/2017","08:30:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","213",9,28,"yes",""
"662","Asis","04/11/2017","05:32:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","216",9,29,"yes",""
"663","Enge","06/11/2017","10:47:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","225",9,30,"yes",""
"664","Nyo","13/11/2017","11:48:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","245",9,31,"yes",""
"665","Enge","15/12/2016","16:02:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","62",9,32,"yes",""
"666","Heer","12/10/2016","11:05:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","16",9,33,"yes",""
"667","Gov","13/12/2016","10:09:00","grooming","Yes","No","No","0.6",1,"FieldSeason2016-18.csv","56",9,34,"yes",""
"668","Enge","29/12/2016","09:40:00","control","No","No","No",NA,1,"FieldSeason2016-18.csv","65",9,35,"yes","date not written in tube, assumed"
"669","Enge","02/11/2017","04:55:00","grooming","Yes","No","No","0.5",1,"FieldSeason2016-18.csv","282",9,36,"yes",""
"670","Pal","05/10/2017","07:15:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","192",9,37,"yes",""
"671","Pret","22/11/2016","07:05:00","grooming","Yes","No","No","02-Jul",1,"FieldSeason2016-18.csv","30",9,38,"yes",""
"672","Miel","26/05/2017","12:20:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","87",9,39,"yes","tube says 10:39h"
"673","Pret","10/02/2017","12:45:00","grooming","Yes","No","No","03-Feb",1,"FieldSeason2016-18.csv","75",9,40,"yes",""
"674","Hipp","16/09/2017","08:55:00","grooming","Yes","No","No","0.15",1,"FieldSeason2016-18.csv","170",9,41,"yes",""
"675","Bin","12/12/2017","07:55:00","grooming","Yes","No","No","0.5",1,"FieldSeason2016-18.csv","312",9,42,"yes",""
"676","Neu","07/12/2016","14:10:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","53",9,43,"yes","tube says 14:16h instead"
"677","Hlo","23/11/2017","07:33:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","260",9,44,"yes",""
"678","Siel","15/08/2017","12:49:00","control","No","No","No","0.9",1,"FieldSeason2016-18.csv","123",9,45,"yes",""
"679","LBlind","06/11/2017","08:56:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","223",9,46,"yes",""
"680","Gese","15/02/2017","12:22:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","76",9,47,"yes",""
"681","Boc","18/11/2017","08:55:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","256",9,48,"yes","tube says 8:30h"
"682","Hlo","14/11/2017","06:40:00","control","No","No","No","0.4",1,"FieldSeason2016-18.csv","247",9,49,"yes",""
"683","Hwa","04/11/2017","05:16:00","grooming","Yes","No","No","03-Mar",2,"FieldSeason2016-18.csv","214",9,50,"yes",""
"684","Vin","15/08/2017","07:42:00","grooming","Yes","No","No","0.9",1,"FieldSeason2016-18.csv","122",9,51,"yes",""
"685","Bin","20/12/2017","09:03:00","control","No","No","No","0.2",1,"FieldSeason2016-18.csv","313",9,52,"yes",""
"686","Neu","15/03/2017","12:15:00","control","No","No","No","0.4",1,"FieldSeason2016-18.csv","81",9,53,"yes",""
"687","Hwa","10/11/2017","05:43:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","234",9,54,"yes",""
"688","Siel","06/01/2018","08:41:00","grooming","Yes","No","No","0.4",1,"FieldSeason2016-18.csv","318",9,55,"yes","tube says 8:14h"
"689","Upps","13/12/2016","09:54:00","grooming","Yes","No","No","0.5",1,"FieldSeason2016-18.csv","57",9,56,"yes",""
"690","Boc","04/01/2018","05:08:00","control","No","No","No","0.8",1,"FieldSeason2016-18.csv","316",9,57,"yes",""
"691","Bin","06/01/2018","08:18:00","control","No","No","No","0.2",1,"FieldSeason2016-18.csv","317",9,58,"yes",""
"692","Vin","07/12/2017","05:40:00","control","No","No","No","0.5",1,"FieldSeason2016-18.csv","301",9,59,"yes",""
"693","Ubu","15/12/2016","17:50:00","control","No","No","No","1",1,"FieldSeason2016-18.csv","63",9,60,"yes",""
"694","Heer","31/07/2017","09:02:00","control","No","No","No","0.35",1,"FieldSeason2016-18.csv","102",9,61,"yes",""
"695","Enge","15/12/2016","06:35:00","grooming","Yes","No","No","0.9",1,"FieldSeason2016-18.csv","59",9,62,"yes",""
"696","Boc","09/11/2017","10:26:00","control","No","No","No","0.7",1,"FieldSeason2016-18.csv","230",9,63,"yes",""
"697","Hwa","28/09/2017","16:00:00","control","No","No","No","0.4",1,"FieldSeason2016-18.csv","185",9,64,"yes",""
"698","LBlind","30/12/2016","10:20:00","grooming","Yes","No","No",NA,1,"FieldSeason2016-18.csv","66",9,65,"yes",""
"699","Ouli","28/11/2016","13:40:00","control & nursing","No","Yes","No","0.9",1,"FieldSeason2016-18.csv","42",9,66,"yes",""
"700","Upps","03/12/2016","UNK","grooming","Yes","No","No","03-Sep",1,"FieldSeason2016-18.csv","50",9,66,"?","sample not found"
"701","Enge","01/12/2016","08:11:00","grooming","Yes","No","No",NA,1,"FieldSeason2016-18.csv","44",9,67,"yes","gr with Pann. Tube says 10/12/2016"
"702","Miel","05/12/2017","10:57:00","grooming","Yes","No","No","0.6",1,"FieldSeason2016-18.csv","290",9,68,"yes",""
"703","Hlo","30/11/2017","11:07:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","280",9,69,"yes",""
"704","Riss","04/12/2017","09:21:00","control & nursing","No","Yes","No","01-Feb",1,"FieldSeason2016-18.csv","285",9,70,"yes","tube says 3rd of december instead"
"705","Nyo","23/11/2017","10:12:00","control","No","No","No","0.6",1,"FieldSeason2016-18.csv","262",9,71,"yes",""
"706","Hipp","27/11/2017","06:19:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","268",9,72,"yes",""
"707","Enge","18/11/2017","05:26:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","253",9,73,"yes",""
"708","Unw","25/09/2017","06:41:00","control","No","No","No","0.6",1,"FieldSeason2016-18.csv","181",9,74,"yes",""
"709","Hwa","04/11/2017","08:59:00","control","No","No","No",NA,1,"FieldSeason2016-18.csv","217",9,75,"yes",""
"710","Ubu","03/12/2016","06:38:00","control","No","No","No",NA,1,"FieldSeason2016-18.csv","45",9,76,"yes",""
"711","Nkos","11/12/2018","05:52:00","nursing","No","Yes","No","05-Aug",2,"AKnursing2018.csv","526",10,1,"",""
"712","Nyan","24/12/2018","05:10:00","nursing","No","Yes","No","0.35",1,"AKnursing2018.csv","552",10,2,"","sample sample found in box 10 position 2"
"713","Ginq","13/12/2018","05:28:00","nursing","No","Yes","No","04-Jun",2,"AKnursing2018.csv","527",10,3,"","another tube found in box 10 position 16"
"714","Ndi","10/08/2018","16:10:00","control","No",NA,"No","02-Sep",1,"AKcontrol2018.csv","4",10,4,"",""
"715","Ginq","01/12/2018","11:58:00","nursing","No","Yes","No","09-Sep",3,"AKnursing2018.csv","513",10,5,"",""
"716","Gubh","03/01/2019","06:23:00","nursing","No","Yes","No","0.8",1,"AKnursing2018.csv","561",10,6,"",""
"717","Enge","04/10/2017","05:55:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","190",10,7,"",""
"718","Hlo","10/09/2018","07:38:00","Control","No","No","No","0.5",1,"FieldSeason2016-18.csv","603",10,8,"",""
"719","Nooi","11/01/2019","06:17:00","nursing","No","Yes","No","",NA,"","694",10,9,"",""
"720","Xian","05/01/2018","05:00:00","nursing","No","Yes","No","",NA,"","702",10,10,"",""
"721","Miel","18/09/2018","14:14:00","control","No","No","No","",NA,"","689",10,11,"",""
"722","Vak","12/10/2016","06:51:00","control","No","No","No","",NA,"","705",10,12,"",""
"723","Van","15/09/2018","12:23:00","control","No","No","No","",NA,"","693",10,13,"",""
"724","Can","11/01/2018","06:30:00","control","No","No","No","",1,"","704",10,14,"",""
"725","Pret","12/09/2018","13:14:00","control","No","No","No","",NA,"","703",10,15,"",""
"726","Riss","29/07/2017","07:56:00","grooming","Yes","No","No","",NA,"","100",10,17,"",""
"727","Gubh","20/11/2018","12:02:00","control","No","No","No","0.8",1,"AKcontrol2018.csv","8",10,18,"",""
"728","Reva","16/01/2018","12:50:00","control","No","No","No","",NA,"","680",10,19,"",""
"729","Boc","05/12/2018","11:02:00","control","No","No","No","",NA,"","682",10,20,"",""
"730","Hipp","06/12/2017","08:14:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","295",10,21,"",""
"731","Mamo","06/11/2018","05:28:00","control","No","No","No","02-Jan",1,"AKnursing2018.csv","446",10,22,"",""
"732","Reva","16/01/2018","12:50:00","control","No","No","No","",NA,"","680",10,23,"",""
"733","Boc","31/08/2018","13:48:00","control","Unknown","","","",NA,"","681",10,24,"",""
"734","Ass","06/10/2017","06:21:00","grooming","Yes","No","No","",1,"","701",10,25,"",""
"735","Neu","03/12/2016","12:16:00","grooming","Yes","No","No","3",1,"FieldSeason2016-18.csv","48",10,26,"",""
"736","Lblind","05/12/2018","11:09:00","nursing+grooming","Yes","Yes","NO","UNK",1,"FieldSeason2018_nursing.csv","694",10,27,"","sample to check vol"
"737","Hipp","26/01/2017","07:27:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","71",10,28,"",""
"738","Gaya","13/03/2017","10:19:00","grooming","Yes","No","No","",NA,"","690",10,29,"",""
"739","Ghid","04/12/2018","06:49:00","nursing","No","Yes","No","06-Mar",2,"AKnursing2018.csv","516",10,30,"","another tube also found in box 10 position 16"
"740","Gubh","04/02/2019","05:27:00","nursing","No","Yes","No","",NA,"","686",10,31,"",""
"741","Gugu","28/11/2018","05:10:00","nursing","No","Yes","No","01-Mar",1,"AKnursing2018.csv","501",10,32,"",""
"742","Hlo","07/12/2017","05:13:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","299",10,33,"",""
"743","Hipp","10/01/2019","08:26:00","nursing","No","Yes","No","",1,"","674",10,34,"",""
"744","Gugu","09/01/2018","07:58:00","nursing","No","Yes","No","",NA,"","671",10,35,"",""
"745","Gugu","06/08/2018","16:50:00","control","No","No","No","0.5",1,"AKcontrol2018.csv","1",10,36,"",""
"746","Riss","20/07/2017","15:09:00","grooming","Yes","No","No","",NA,"","673",10,37,"",""
"747","Hipp","27/10/2017","12:20:00","grooming","Yes","No","No","",NA,"","685",10,38,"",""
"748","Lblind","23/11/2017","05:15:00","control","No","No","No","02-Aug",1,"FieldSeason2016-18.csv","258",10,39,"",""
"749","Ouli","20/10/2017","05:33:00","control","No","No","No","",NA,"","677",10,40,"",""
"750","Eina","11/01/2019","05:27:00","control","No","No","No","",1,"","678",10,42,"",""
"751","Can","15/12/2017","06:10:00","control","No","No","No","",1,"","706",10,43,"",""
"752","Xian","10/11/2018","07:08:00","nursing","No","Yes","No","",1,"","708",10,44,"",""
"753","Gugu","UNK","04:50:00","control","No","No","No","",NA,"","691",10,45,"","check fady's file"
"754","Heer","09/09/2017","06:05:00","control","No","No","No","2",1,"FieldSeason2016-18.csv","157",10,46,"",""
"755","Nurk","12/10/2016","09:58:00","?","Unknown","ToCheck","ToCheck","",NA,"","697",10,47,"",""
"756","Siel","15/01/2019","09:14:00","nursing","No","Yes","No","",1,"","683",10,48,"",""
"757","Hlo","10/01/2019","05:46:00","IGE","No","No","Yes","",NA,"","687",10,49,"",""
"758","Nkos","27/11/2018","08:18:00","nursing","No","Yes","No","0.4",1,"AKnursing2018.csv","499",10,50,"",""
"759","Miel","15/01/2019","06:24:00","nursing","No","Yes","No","",NA,"","692",10,50,"",""
"760","Bin/Kom","05/12/2018","09:53:00","control","No","No","No","",NA,"","674",10,52,"",""
"761","Ginq","14/02/2019","06:40:00","nursing","No","Yes","No","",NA,"","667",10,53,"",""
"762","Pret","10/01/2017","08:37:00","control","No","No","No","",NA,"","676",10,54,"",""
"763","Can","06/01/2018","08:46:00","control","No","No","No","",1,"","700",10,55,"",""
"764","Pal","15/11/2017","06:41:00","control","No","No","No","",NA,"","45",10,56,"",""
"765","Gubh","13/02/2019","05:37:00","nursing","No","Yes","No","",NA,"","670",10,57,"",""
"766","Gugu","31/01/2019","05:25:00","nursing","No","Yes","No","",NA,"","659",10,59,"",""
"767","Nyan","13/02/2019","07:22:00","XXX","Unknown","","","",NA,"","672",10,60,"",""
"768","Ginq","16/01/2019","03:58:00","nursing","No","Yes","No","",NA,"","669",10,61,"",""
"769","Can","18/01/2018","09:13:00","control","No","No","No","",NA,"","698",10,62,"",""
"770","Mamo","26/01/2017","05:30:00","control","No","No","No","",NA,"","679",10,63,"","check if month is 07 or 01, check if she had baby (nursing sample?)"
"771","Bin/Kom","05/12/2018","09:53:00","control","No","No","No","",NA,"","674",10,64,"",""
"772","Rede","15/01/2019","05:42:00","nursing","No","Yes","No","",NA,"","696",10,65,"",""
"773","Hlu","16/08/2018","13:42:00","control","No",NA,"No","0.15",1,"AKcontrol2018.csv","6",10,66,"","juvenile male"
"774","Gugu","03/11/2018","09:01:00","control","No","No","No","0.4",1,"AKnursing2018.csv","442",10,67,"",""
"775","Ghid","20/11/2018","14:49:00","nursing","No","Yes","No","0.7",1,"AKnursing2018.csv","480",10,68,"",""
"776","Nkos","11/01/2019","06:00:00","nursing","No","Yes","No","",NA,"","668",10,68,"",""
"777","Gubh","21/01/2019","12:06:00","nursing","No","Yes","No","",NA,"","667",10,70,"",""
"778","Ati","28/01/2019","05:21:00","control","No","No","No","",NA,"","664",10,71,"",""
"779","Gubh","28/11/2018","06:36:00","nursing","No","Yes","No","01-Mar",1,"AKnursing2018.csv","504",10,72,"",""
"780","Twe","04/01/2018","04:49:00","control","No","No","No","",NA,"","699",10,75,"",""
"781","Nyan","12/01/2019","07:35:00","control","No","No","No","",NA,"","688",10,76,"",""
"782","Gubh","21/02/2019","05:49:00","nursing","No","Yes","No","",NA,"","666",10,79,"",""
"783","Pal","02/09/2017","06:48:00","grooming","Yes","No","No","6",2,"FieldSeason2016-18.csv","145",10,82,"",""
"784","Riss","25/11/2018","06:19:00","nursing & social","No","Yes","No","6",3,"FieldSeason2018_nursing.csv","493",10,83,"",""
"785","Xian","27/12/2017","08:28:00","nursing","No","Yes","No","",NA,"","709",10,84,"",""
"786","Xala","29/12/2017","05:40:00","nursing","No","Yes","No","",NA,"","710",10,85,"",""
"787","Wol","09/11/2018","06:53:00","grooming","Yes","No","No","",NA,"","711",10,86,"",""
"788","Vak","03/12/2017","16:10:00","control","No","No","No","",NA,"","712",10,87,"",""
"789","Roo","15/10/2016","12:51:00","control","No","No","No","",NA,"","723",10,88,"",""
"790","Renn","10/01/2018","05:50:00","nursing","No","Yes","No","XX",2,"","714",10,89,"",""
"791","Prai","08/08/2018","16:24:00","control","No","No","No","",NA,"","715",10,90,"",""
"792","Can","02/02/2018","08:30:00","UNK","Unknown","Unknown","Unknown","",NA,"","716",10,91,"",""
"793","Renn","10/01/2018","05:50:00","nursing","No","Yes","No","1.5",2,"","717",10,92,"",""
"794","Can","23/12/2017","06:45:00","control","No","No","No","0.5",1,"","718",10,93,"",""
"795","Xian","29/12/2017","09:46:00","nursing","No","Yes","No","01-Jan",1,"","719",10,94,"",""
"796","Vak","15/10/2016","10:44:00","control","No","No","No","1",1,"","721",10,96,"",""
"797","Pret","14/09/2018","10:33:00","grooming","Yes","No","No","00-Jan",1,"","722",10,97,"",""
"798","Xala","05/01/2018","04:50:00","nursing","No","Yes","No","1.5",1,"","723",10,98,"",""
"799","Gaya","30/12/2017","05:21:00","nursing","No","Yes","No","01-Jan",1,"","724",10,99,"",""
"800","Vul","12/10/2016","07:40:00","control","No","No","No","00-Jan",1,"","752",10,100,"",""
"801","Gubh","26/11/2018","12:10:00","nursing","No","Yes","No","06-Jun",2,"AKnursing2018.csv","497",10,NA,"",""
"802","Asis","19/01/2016","08:55:00","grooming","Yes","No","No","",1,"","733",11,10,"",""
"803","Pann","27/12/2016","08:20:00","grooming","Yes","No","No","0",1,"","734",11,16,"",""
"804","Miel","31/05/2016","13:03:00","control","No","No","No","0",1,"","738",11,19,"NOT ENOUGH VOL.",""
"805","Xian","05/01/2018","05:00:00","nursing","No","Yes","No","03-Jan",1,"","702",11,101,"",""
"806","Renn","09/08/2018","11:10:00","control","No","No","No","0.3",1,"","726",11,102,"yes",""
"807","Prai","08/01/2019","05:12:00","nursing","No","Yes","No","01-Jan",1,"","727",11,103,"",""
"808","Miel","15/11/2017","10:21:00","control","No","No","No","",NA,"","728",11,104,"NOT ENOUGH VOL.",""
"809","Prai","25/01/2019","05:27:00","nursing","No","Yes","No","00-Jan",1,"","729",11,105,"yes",""
"810","Tir","29/10/2016","08:43:00","control","No","No","No","0",1,"","730",11,106,"NOT ENOUGH VOL.",""
"811","Xian","26/09/2017","11:00:00","control","No","No","No","00-Jan",1,"","731",11,107,"NOT ENOUGH VOL.",""
"812","Can","13/01/2018","11:55:00","control","No","No","No","0",1,"","732",11,108,"NOT ENOUGH VOL.",""
"813","Gaya","13/12/2016","10:20:00","grooming","Yes","No","No","0",1,"FieldSeason2016-18.csv","58",11,111,"NOT ENOUGH VOL.",""
"814","Xian","29/12/2018","18:36:00","nursing","No","Yes","No","",NA,"","735",11,112,"NOT ENOUGH VOL.",""
"815","Enge","03/12/2016","07:10:00","grooming","Yes","No","No","0",1,"","736",11,113,"NOT ENOUGH VOL.",""
"816","Numb","07/12/2016","12:37:00","grooming","Yes","No","No","0.1",1,"FieldSeason2016-18.csv","52",11,114,"yes","this sample is in box 9 positino 26"
"817","Enge","03/11/2017","06:12:00","control","No","No","No","0",1,"FieldSeason2016-18.csv","212",11,115,"NOT ENOUGH VOL.",""
"818","Numb","16/01/2017","09:28:00","grooming","Yes","No","No","",NA,"","79",11,117,"NOT ENOUGH VOL.",""
"819","Riss","15/10/2016","11:22:00","control","No","No","No","",NA,"","737",11,118,"NOT ENOUGH VOL.",""
"820","Gaya","20/11/2018","13:50:00","grooming","Yes","No","No","00-Jan",1,"","740",11,120,"NOT ENOUGH VOL.",""
"821","Wol","05/11/2018","09:59:00","control","No","No","No","0",1,"","739",11,121,"NOT ENOUGH VOL.",""
"822","Reva","03/02/2018","07:50:00","control","No","No","No","1",1,"","741",11,122,"",""
"823","Reva","03/02/2018","07:50:00","control","No","No","No","",1,"","741",11,122,"NOT ENOUGH VOL.",""
"824","Gene","10/12/2018","07:16:00","IGE","No","No","Yes","00-Jan",1,"","742",11,123,"NOT ENOUGH VOL.",""
"825","Ati","05/01/2019","08:00:00","IGE","No",NA,"Yes","0.2",1,"AKige2018.csv","788",11,125,"",""
"826","Xala","12/11/2018","05:04:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"827","Ass","17/10/2016","05:52:00","control","Unknown","Unknown","Unknown","",NA,"","UNK",NA,NA,"",""
"828","Miel","10/01/2017","14:32:00","grooming","Yes","No","No","0.8",1,"FieldSeason2016-18.csv","67",NA,NA,"",""
"829","Numb","16/02/2017","09:28:00","grooming","Yes","No","No","0.9",1,"FieldSeason2016-18.csv","79",NA,NA,"",""
"830","Neu","03/01/2017","12:22:00","grooming","Yes","No","No","",NA,"","UNK",NA,NA,"",""
"831","Boc","05/04/2017","08:50:00","control","No","No","No","0.3",1,"FieldSeason2016-18.csv","82",NA,NA,"",""
"832","Miel","24/04/2017","11:10:00","grooming","Yes","No","No","0.3",1,"FieldSeason2016-18.csv","83",NA,NA,"",""
"833","Neu","15/08/2017","06:31:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"834","Hipp","27/07/2017","UNK","control","No","No","No","3",2,"FieldSeason2016-18.csv","93",NA,NA,"","same sample in box 2 position 8 and 55"
"835","Pal","29/07/2017","UNK","control","No","No","No","3",1,"FieldSeason2016-18.csv","101",NA,NA,"",""
"836","Enge","29/07/2017","09:51:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"837","Neu","18/07/2017","UNK","","Unknown","","","",NA,"","675",NA,NA,"",""
"838","Miel","26/01/XXXX","05:42:00","grooming","Yes","No","No","",NA,"","UNK",NA,NA,"",""
"839","Miel","07/09/2017","11:57:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","155",NA,NA,"","sample empty, thrown away"
"840","Enge","15/09/2017","10:31:00","grooming","Yes","No","No","0.2",1,"FieldSeason2016-18.csv","163",NA,NA,"",""
"841","Pret","03/11/2018","09:35:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"842","Enge","03/11/2017","05:12:00","control","No","No","No","1",1,"FieldSeason2016-18.csv","212",NA,NA,"yes",""
"843","Hipp","10/11/2017","10:38:00","control","No","No","No","3",1,"FieldSeason2016-18.csv","238",NA,NA,"",""
"844","Hwa","29/04/XXXX","08:20:00","XXX","Unknown","Unknown","Unknown","",NA,"","UNK",NA,NA,"",""
"845","Ubu","23/11/2017","11:03:00","control","No","No","No","01-May",1,"FieldSeason2016-18.csv","263",NA,NA,"",""
"846","Nurk","01/12/2017","07:55:00","gr & nursing","Yes","Yes","No","3",1,"FieldSeason2016-18.csv","281",NA,NA,"","thrown away no volume"
"847","Neu","18/07/2018","13:20:00","Control","No","No","No","03-Mar",1,"FieldSeason2016-18.csv","576",NA,NA,"",""
"848","Miel","18/07/2018","10:36:00","Control","No","No","No","01-Jul",1,"FieldSeason2016-18.csv","575",NA,NA,"",""
"849","Bas","24/07/2018","08:26:00","IGE & gr","Yes",NA,"Yes","01-May",1,"FieldSeason2018_grooming.csv","329",NA,NA,"","this sample is in box 6 position 7"
"850","Mati","10/08/2018","13:01:00","control","No",NA,"No","0.3",1,"AKcontrol2018.csv","3",NA,NA,"",""
"851","Nkos","11/08/2018","08:21:00","IGE","No","No","Yes","0.3",1,"AKige2018.csv","377",NA,NA,"UNK",""
"852","Yan","13/08/2018","15:25:00","control","No",NA,"No","0.4",1,"AKcontrol2018.csv","5",NA,NA,"",""
"853","Bas","31/08/2018","13:52:00","Control","No","No","No","02-Feb",1,"FieldSeason2016-18.csv","598",NA,NA,"",""
"854","Nkos","15/09/2018","UNK","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"855","Vin","07/09/2018","07:16:00","Control","No","No","No","",NA,"","UNK",NA,NA,"",""
"856","Gugu","07/11/2018","06:12:00","IGE","Yes","Yes","Yes","0.5",1,"AKige2018.csv","381",NA,NA,"",""
"857","Miel","09/11/2018","07:55:00","nursing","No","Yes","No","3",1,"FieldSeason2018_nursing.csv","453",NA,NA,"",""
"858","Ghid","12/11/2018","08:32:00","IGE","No","Yes","Yes","0.35",1,"AKige2018.csv","382",NA,NA,"",""
"859","Pal","13/11/2018","10:03:00","grooming","Yes",NA,"No","0.5",1,"FieldSeason2018_grooming.csv","354",NA,NA,"",""
"860","Ouli","14/11/2018","06:24:00","nursing","No","Yes","No","02-Mar",1,"FieldSeason2018_nursing.csv","460",NA,NA,"","sample can be found in box 7 position 41"
"861","Ginq","23/11/2018","09:01:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"862","Enge","28/11/2018","16:00:00","IGE","Unknown","No","Yes","0",1,"FieldSeason2018_IGE.csv","394",NA,NA,"",""
"863","Mamo","04/12/2018","11:38:00","nursing","No","Yes","No","0.38",1,"AKnursing2018.csv","519",NA,NA,"",""
"864","Gubh","06/12/2018","06:50:00","nursing","No","Yes","No","0.4",1,"AKnursing2018.csv","524",NA,NA,"",""
"865","Gugu","19/12/2018","10:21:00","nursing","No","Yes","No","",NA,"","UNK",NA,NA,"",""
"866","Gugu","26/01/2019","08:20:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"867","Gugu","07/12/2018","09:54:00","IGE","Yes","Yes","Yes","0.6",1,"AKige2018.csv","408",NA,NA,"",""
"868","Ginq","14/12/2018","08:40:00","nursing","No","Yes","No","0.4",1,"AKnursing2018.csv","533",NA,NA,"",""
"869","Rede","19/12/2018","05:09:00","nursing","No","Yes","No","0.28",1,"FieldSeason2018_nursing.csv","538",NA,NA,"",""
"870","Ghid","20/12/2018","05:49:00","IGE","Yes","Yes","Yes","0.6",1,"AKige2018.csv","411",NA,NA,"",""
"871","Nyan","24/12/2018","07:29:00","nursing","No","Yes","No","0.5",1,"AKnursing2018.csv","553",NA,NA,"",""
"872","Nyan","27/12/2018","07:30:00","control","No","No","No","0.8",1,"AKcontrol2018.csv","15",NA,NA,"",""
"873","Ginq","27/12/2018","11:40:00","nursing","No","Yes","No","0.35",1,"AKnursing2018.csv","556",NA,NA,"",""
"874","Ghid","28/12/2018","07:26:00","nursing","No","Yes","No","0.4",1,"AKnursing2018.csv","557",NA,NA,"",""
"875","Gubh","28/12/2018","09:51:00","nursing","No","Yes","No","0.4",1,"AKnursing2018.csv","558",NA,NA,"",""
"876","Ginq","03/01/2019","07:11:00","IGE","No","Yes","Yes","0.4",1,"AKige2018.csv","428",NA,NA,"",""
"877","Ghid","03/01/2019","07:33:00","IGE","Yes","Yes","Yes","0.45",1,"AKige2018.csv","429",NA,NA,"",""
"878","Ati","03/01/2019","08:00:00","IGE","No",NA,"Yes","0.4",1,"AKige2018.csv","430",NA,NA,"",""
"879","Gubh","11/02/2019","06:42:00","nursing","No","Yes","No","",NA,"","UNK",NA,NA,"",""
"880","Gubh","11/01/2019","05:30:00","nursing","No","Yes","No","",NA,"","UNK",NA,NA,"",""
"881","Nyan","01/02/2019","07:44:00","control","No","No","No","",NA,"","UNK",NA,NA,"",""
"882","Nyan","04/01/2019","07:46:00","IGE","Yes","No","Yes","0.7",1,"AKige2018.csv","436",NA,NA,"",""
